metascore,name,console,userscore,date
80,Rogue Aces,Switch,7.2,"Apr 12, 2018"
80,The Room,Switch,8,"Oct 18, 2018"
80,Shin Megami Tensei: Strange Journey Redux,3DS,3.5,"May 15, 2018"
80,Street Fighter: 30th Anniversary Collection,XONE,7.7,"May 29, 2018"
80,Madden NFL 19,PS4,2.4,"Aug 10, 2018"
80,Mega Man X Legacy Collection 1 + 2,Switch,8.2,"Jul 24, 2018"
80,NHL 19,PS4,5.7,"Sep 14, 2018"
80,The Adventure Pals,XONE,7.6,"Apr 3, 2018"
80,The Golf Club 2019 featuring PGA Tour,XONE,7.4,"Aug 28, 2018"
80,Pac-Man Championship Edition 2 Plus,Switch,7.8,"Feb 22, 2018"
80,Lumines Remastered,PS4,7.5,"Jun 26, 2018"
80,Semblance,PC,6.4,"Jul 24, 2018"
80,Battle Chasers: Nightwar,Switch,7.9,"May 15, 2018"
80,The Banner Saga 3,PS4,6.8,"Jul 26, 2018"
80,Mega Man 11,Switch,8.6,"Oct 2, 2018"
80,Layers of Fear: Legacy,Switch,7.5,"Feb 21, 2018"
79,World of Warcraft: Battle for Azeroth,PC,3.1,"Aug 13, 2018"
79,Firewall Zero Hour,PS4,8.7,"Aug 28, 2018"
79,Labyrinth of Refrain: Coven of Dusk,Switch,7.7,"Sep 18, 2018"
79,Slayaway Camp: Butcher's Cut,Switch,7.7,"Mar 22, 2018"
79,Detention,Switch,7.8,"Mar 1, 2018"
79,Space Invaders Extreme,PC,tbd,"Feb 12, 2018"
79,Fire Pro Wrestling World,PS4,6.5,"Aug 28, 2018"
79,A Way Out,XONE,7.6,"Mar 23, 2018"
79,Youropa,PC,6.6,"Jun 27, 2018"
79,For the King,PC,7.1,"Apr 19, 2018"
79,Mega Man Legacy Collection + Mega Man Legacy Collection 2,Switch,7.8,"May 22, 2018"
79,Skies of Fury DX,Switch,6.9,"Apr 12, 2018"
79,Little Nightmares: Complete Edition,Switch,8.4,"May 18, 2018"
79,FAR: Lone Sails,PC,7.5,"May 17, 2018"
79,Subsurface Circular,Switch,7.5,"Mar 1, 2018"
79,Minit,PC,7.2,"Apr 3, 2018"
79,Runbow,Switch,8.1,"Jul 3, 2018"
79,Death Road to Canada,Switch,7.3,"May 8, 2018"
79,Life is Strange 2: Episode 1 - Roads,PC,5.9,"Sep 27, 2018"
79,Archangel: Hellfire,PC,8.4,"Jul 17, 2018"
79,Crash Bandicoot N. Sane Trilogy,XONE,7,"Jun 29, 2018"
79,The Gardens Between,Switch,7.7,"Sep 20, 2018"
79,The Awesome Adventures of Captain Spirit,PC,7.5,"Jun 26, 2018"
79,Life is Strange 2: Episode 1 - Roads,XONE,4.5,"Sep 27, 2018"
79,Unforeseen Incidents,PC,7.4,"May 24, 2018"
79,FRAMED Collection,Switch,8,"May 17, 2018"
79,Joe Dever's Lone Wolf,Switch,7.6,"Feb 16, 2018"
79,Bleed 2,Switch,7.6,"Mar 8, 2018"
84,Microsoft Train Simulator,PC,8,"May 31, 2001"
79,Outlast 2,Switch,7.4,"Mar 27, 2018"
79,Pit People,XONE,7.3,"Mar 2, 2018"
79,Pro Evolution Soccer 2019,PS4,7,"Aug 28, 2018"
79,Steredenn: Binary Stars,Switch,8,"Mar 8, 2018"
79,Burnout Paradise Remastered,XONE,6.6,"Mar 16, 2018"
79,Bleed 2,PS4,6.5,"Feb 6, 2018"
79,Captain Toad: Treasure Tracker,3DS,7.3,"Jul 13, 2018"
79,Wolfenstein II: The New Colossus,Switch,8,"Jun 29, 2018"
79,BlazBlue: Cross Tag Battle,Switch,7.5,"Jun 5, 2018"
79,Sid Meier's Civilization VI: Rise and Fall,PC,6.3,"Feb 8, 2018"
84,Rayman Advance,GBA,8.4,"Jun 10, 2001"
84,Poseidon,PC,8.1,"Jun 25, 2001"
84,Escape from Monkey Island,PS2,8.2,"Jun 18, 2001"
84,Spy Hunter,PS2,8,"Sep 24, 2001"
84,Resident Evil Code: Veronica X,PS2,8.5,"Aug 21, 2001"
84,ChuChu Rocket!,GBA,8.7,"Jun 10, 2001"
83,EverQuest: The Shadows of Luclin,PC,7.2,"Dec 2, 2001"
83,The Typing of the Dead,DC,7.8,"Jan 23, 2001"
79,Tacoma,PS4,6.1,"May 8, 2018"
78,La-Mulana 2,PC,7.5,"Jul 30, 2018"
78,Detroit: Become Human,PS4,8.7,"May 25, 2018"
78,EVERSPACE,PS4,5.9,"May 22, 2018"
78,A Way Out,PS4,8,"Mar 23, 2018"
78,BattleTech,PC,7,"Apr 24, 2018"
78,Death Road to Canada,PS4,5.9,"May 8, 2018"
83,Colin McRae Rally 2.0,PC,8.5,"Feb 13, 2001"
83,XGIII: Extreme G Racing,GC,7.8,"Nov 27, 2001"
83,F1 2001,XBOX,5.5,"Nov 18, 2001"
83,Independence War 2: Edge of Chaos,PC,8,"Aug 22, 2001"
83,Myst III: Exile,PC,7.9,"May 8, 2001"
83,Frequency,PS2,8.6,"Nov 19, 2001"
83,F1 2001,PS2,8.4,"Oct 1, 2001"
82,Capitalism II,PC,8.8,"Dec 16, 2001"
82,Rally Trophy,PC,7.4,"Nov 20, 2001"
80,Leap of Fate,PC,7.5,"Mar 30, 2016"
78,Bridge Constructor Portal,PS4,3.7,"Mar 1, 2018"
78,Forgotton Anne,PS4,7.2,"May 15, 2018"
78,Musynx,Switch,8,"Jun 19, 2018"
78,Runner3,PC,tbd,"May 22, 2018"
78,Transference,PC,6.3,"Sep 18, 2018"
78,The Persistence,PS4,8,"Jul 24, 2018"
78,Capcom Beat 'Em Up Bundle,Switch,7.8,"Sep 18, 2018"
78,Mothergunship,PS4,4.9,"Jul 17, 2018"
78,Unravel Two,PC,5.9,"Jun 9, 2018"
78,Sairento VR,PC,7.6,"Jan 19, 2018"
78,A Way Out,PC,7.5,"Mar 23, 2018"
82,GT Advance Championship Racing,GBA,tbd,"Jun 8, 2001"
82,Ring of Red,PS2,8.1,"Mar 12, 2001"
82,FIFA Soccer 2002,PS2,6.3,"Nov 1, 2001"
82,Crazy Taxi 2,DC,8.2,"May 28, 2001"
82,Fallout Tactics: Brotherhood of Steel,PC,7.7,"Mar 14, 2001"
82,Battle Realms,PC,8.5,"Nov 7, 2001"
82,NASCAR Thunder 2002,XBOX,tbd,"Nov 14, 2001"
82,ATV Offroad Fury,PS2,8.3,"Feb 5, 2001"
82,Final Fight One,GBA,7.9,"Sep 26, 2001"
81,Doom,GBA,8.4,"Oct 28, 2001"
80,Tyranny,PC,7.8,"Nov 10, 2016"
80,Football Manager 2017,PC,5.1,"Nov 4, 2016"
80,King's Quest Chapter 3: Once Upon a Climb,XONE,5.7,"Apr 26, 2016"
80,BoxBoxBoy!,3DS,7.9,"Jun 30, 2016"
80,Overcooked!,XONE,6.7,"Aug 3, 2016"
80,Virginia,XONE,6.1,"Sep 22, 2016"
80,Oxenfree,PC,7.7,"Jan 15, 2016"
80,Tokyo Mirage Sessions #FE,WIIU,6.3,"Jun 24, 2016"
80,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,PC,7.2,"Dec 20, 2016"
78,Pit People,PC,7.5,"Mar 2, 2018"
78,Q.U.B.E. 2,XONE,7.6,"Mar 13, 2018"
78,Brass Tactics,PC,tbd,"Feb 22, 2018"
78,Under Night In-Birth Exe:Late[st],PS4,7.6,"Feb 9, 2018"
78,The Missing: JJ Macfield and the Island of Memories,PC,6.9,"Oct 11, 2018"
78,Immortal Redneck,XONE,7.7,"Feb 27, 2018"
78,ATOMIK: RunGunJumpGun,Switch,7.7,"Feb 8, 2018"
78,Cosmic Star Heroine,Switch,7.9,"Aug 14, 2018"
81,NASCAR Heat 2002,PS2,tbd,"Jun 18, 2001"
81,FIFA Soccer 2002,GC,8,"Nov 21, 2001"
81,Time Crisis II,PS2,7.9,"Oct 1, 2001"
81,Gothic,PC,8.7,"Nov 23, 2001"
81,Arcanum: Of Steamworks and Magick Obscura,PC,8.7,"Aug 22, 2001"
81,Stronghold,PC,8.9,"Oct 21, 2001"
81,Rails Across America,PC,7,"Sep 18, 2001"
81,Empire Earth,PC,8.3,"Nov 12, 2001"
81,FIFA Soccer 2002,PS,5,"Nov 1, 2001"
81,Ooga Booga,DC,8.5,"Sep 13, 2001"
80,Naruto Shippuden: Ultimate Ninja Storm 4,XONE,8.4,"Feb 9, 2016"
80,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,PS4,7,"Dec 20, 2016"
80,Prison Architect,PS4,7.1,"Jun 28, 2016"
80,BioShock: The Collection,PC,6.8,"Sep 16, 2016"
80,Samorost 3,PC,7.9,"Mar 24, 2016"
80,Hyper Light Drifter,PS4,7.6,"Jul 26, 2016"
80,Score Rush Extended,PS4,7.5,"May 31, 2016"
80,Ghost 1.0,PC,7.5,"Jun 7, 2016"
80,The Turing Test,XONE,7.7,"Aug 30, 2016"
80,Tom Clancy's The Division,XONE,6.9,"Mar 8, 2016"
78,WarioWare Gold,3DS,8.4,"Aug 3, 2018"
78,CastleStorm,Switch,tbd,"Aug 16, 2018"
78,Bridge Constructor Portal,XONE,5.4,"Feb 28, 2018"
78,The Awesome Adventures of Captain Spirit,XONE,8,"Jun 26, 2018"
78,Far Cry 5,PC,5.9,"Mar 27, 2018"
78,Hyrule Warriors: Definitive Edition,Switch,8.1,"May 18, 2018"
78,Crash Bandicoot N. Sane Trilogy,Switch,8.5,"Jun 29, 2018"
81,XGIII: Extreme G Racing,PS2,8.2,"Aug 21, 2001"
81,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,8,"Nov 6, 2001"
81,Dave Mirra Freestyle BMX 2,PS2,8.5,"Aug 27, 2001"
81,Knockout Kings 2001,PS2,tbd,"Feb 5, 2001"
80,Soul Reaver 2,PS2,8.5,"Oct 31, 2001"
80,Ecks vs. Sever,GBA,8,"Nov 27, 2001"
80,Tom Clancy's Ghost Recon,PC,8,"Nov 13, 2001"
80,Conquest: Frontier Wars,PC,8.5,"Aug 14, 2001"
80,Bomberman Online,DC,8.3,"Oct 30, 2001"
80,Project Justice,DC,8.7,"May 16, 2001"
80,Candle,PC,7.7,"Nov 11, 2016"
80,1979 Revolution: Black Friday,PC,7.7,"Apr 5, 2016"
80,Pinball FX2 VR,PS4,6.7,"Nov 29, 2016"
80,Cities: Skylines - Natural Disasters,PC,6.1,"Nov 29, 2016"
80,Tom Clancy's The Division,PS4,7,"Mar 8, 2016"
80,Downwell,PS4,7.2,"May 24, 2016"
80,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,PS4,6.6,"Dec 20, 2016"
80,Gravity Rush Remastered,PS4,8.2,"Feb 2, 2016"
80,World of Tanks,PS4,5.7,"Jan 19, 2016"
78,Legendary Gary,PC,tbd,"Feb 20, 2018"
77,Regalia: Of Men and Monarchs - Royal Edition,XONE,tbd,"Apr 13, 2018"
77,Railway Empire,XONE,7,"Jan 30, 2018"
77,Tower of Time,PC,7.6,"Apr 12, 2018"
77,Horizon Chase Turbo,PS4,7.6,"May 15, 2018"
77,No Man's Sky,XONE,7.9,"Jul 24, 2018"
77,Nintendo Labo: Toycon 01 Variety Kit,Switch,6.9,"Apr 20, 2018"
77,Bloodstained: Curse of the Moon,PC,7.3,"May 24, 2018"
77,EA Sports UFC 3,XONE,5.5,"Jan 30, 2018"
80,MDK 2: Armageddon,PS2,8.5,"Mar 26, 2001"
80,Asheron's Call Dark Majesty,PC,7.3,"Nov 4, 2001"
80,Mat Hoffman's Pro BMX,PS,8.8,"May 14, 2001"
80,Fire Pro Wrestling,GBA,tbd,"Jun 10, 2001"
80,Spider-Man,DC,8,"Apr 19, 2001"
80,Max Payne,PS2,8.4,"Dec 6, 2001"
80,Oddworld: Munch's Oddysee,XBOX,8.6,"Nov 6, 2001"
80,The Corporate Machine,PC,7.5,"Jul 14, 2001"
80,MechCommander 2,PC,8.2,"Jul 18, 2001"
80,World of Van Helsing: Deathtrap,XONE,6.9,"Dec 30, 2016"
79,Skylanders Imaginators,PS4,5.3,"Oct 16, 2016"
79,Fractured Space,PC,7.6,"Sep 22, 2016"
79,Steredenn,XONE,6.1,"Apr 1, 2016"
79,Shantae and the Pirate's Curse,XONE,8.1,"Mar 16, 2016"
79,Oxenfree,PS4,7.7,"May 31, 2016"
79,Jotun: Valhalla Edition,WIIU,6.4,"Sep 8, 2016"
79,The Banner Saga,PS4,7.7,"Jan 12, 2016"
79,Zen Pinball 2: Bethesda Pinball,PS4,tbd,"Dec 6, 2016"
79,Fallout 4: Far Harbor,PC,6.6,"May 19, 2016"
79,King's Quest Chapter 3: Once Upon a Climb,PS4,6.9,"Apr 26, 2016"
79,Goetia,PC,7.6,"Apr 14, 2016"
80,Dark Cloud,PS2,8.1,"May 28, 2001"
80,Waterloo: Napoleon's Last Battle,PC,7.5,"Mar 25, 2001"
80,Wave Race: Blue Storm,GC,8.3,"Nov 17, 2001"
80,Phantasy Star Online Ver. 2,DC,8.6,"Sep 24, 2001"
80,Hostile Waters: Antaeus Rising,PC,7.6,"Jun 13, 2001"
80,Crazy Taxi,PS2,7.8,"May 14, 2001"
79,F1 2001,PC,6.9,"Oct 14, 2001"
79,NFL Fever 2002,XBOX,8.3,"Nov 14, 2001"
79,Dying Light: The Following,PC,8.2,"Feb 9, 2016"
79,Tom Clancy's The Division,PC,6,"Mar 8, 2016"
79,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,8.1,"Feb 9, 2016"
79,Kelvin and the Infamous Machine,PC,7.2,"Jul 21, 2016"
79,Hitman - Episode 2: Sapienza,XONE,6.6,"Apr 26, 2016"
79,SMITE,PS4,6.9,"Mar 24, 2016"
79,Pillars of Eternity: The White March - Part 2,PC,7.1,"Feb 16, 2016"
79,Trackmania Turbo,PC,7,"Mar 24, 2016"
79,The King of Fighters XIV,PS4,8.2,"Aug 23, 2016"
79,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,VITA,8,"Jul 26, 2016"
79,Kohan: Ahriman's Gift,PC,8.7,"Nov 5, 2001"
79,Pac-Man Collection,GBA,7.7,"Jul 12, 2001"
79,Emperor: Battle for Dune,PC,8.2,"Jun 12, 2001"
79,Rowan's Battle of Britain,PC,tbd,"Jan 31, 2001"
79,Giants: Citizen Kabuto,PS2,6.9,"Dec 20, 2001"
79,Jumpgate: The Reconstruction Initiative,PC,tbd,"Sep 23, 2001"
79,Aqua Aqua,PS2,tbd,"Jan 9, 2001"
79,Shattered Galaxy,PC,7.9,"Aug 21, 2001"
79,Namco Museum,GBA,7.3,"Jun 10, 2001"
79,NHL Hitz 20-02,GC,8.6,"Nov 17, 2001"
79,Worms World Party,DC,8.1,"Jun 3, 2001"
79,Guilty Gear X,PS2,7.8,"Sep 30, 2001"
79,Hitman - Episode 3: Marrakesh,PC,5.7,"May 31, 2016"
79,Pac-Man 256,PS4,7.1,"Jun 21, 2016"
79,Alienation,PS4,7.8,"Apr 26, 2016"
79,Anarcute,PC,7.6,"Jul 12, 2016"
79,Homeworld: Deserts of Kharak,PC,8,"Jan 20, 2016"
79,Hue,PC,7.6,"Aug 30, 2016"
79,The Metronomicon,PC,7.1,"Sep 1, 2016"
79,Mantis Burn Racing,XONE,7.4,"Oct 12, 2016"
79,EA Sports UFC 2,PS4,5.7,"Mar 15, 2016"
79,Noitu Love: Devolution,WIIU,7.2,"Sep 15, 2016"
79,NHL Hitz 20-02,XBOX,8.7,"Nov 14, 2001"
79,Super Dodge Ball Advance,GBA,tbd,"Jun 10, 2001"
79,Breath of Fire,GBA,7.5,"Dec 13, 2001"
79,Burnout,PS2,7.8,"Nov 1, 2001"
79,Mega Man Battle Network,GBA,8.3,"Oct 30, 2001"
78,Dynasty Warriors 3,PS2,8.8,"Nov 26, 2001"
78,Shadow of Destiny,PS2,8.4,"Mar 5, 2001"
78,Gradius Galaxies,GBA,tbd,"Nov 12, 2001"
78,Tales of Destiny II,PS,8.4,"Sep 10, 2001"
78,NASCAR Heat 2002,XBOX,tbd,"Nov 14, 2001"
78,MechWarrior 4: Black Knight Expansion,PC,7.1,"Oct 31, 2001"
78,Shadow Warrior 2,PC,8.2,"Oct 13, 2016"
78,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,XONE,6.3,"Dec 20, 2016"
78,This War of Mine: The Little Ones,XONE,7.8,"Jan 29, 2016"
78,Xanadu Next,PC,7.5,"Nov 3, 2016"
78,Obliteracers,PC,7.7,"Feb 23, 2016"
78,Layers of Fear,XONE,7.2,"Feb 16, 2016"
78,DeathSmiles,PC,7,"Mar 10, 2016"
78,NHL 17,PS4,5.6,"Sep 13, 2016"
78,The Sims 4: City Living,PC,5.8,"Nov 1, 2016"
78,Stellaris,PC,8,"May 9, 2016"
78,King's Quest Chapter 5: The Good Knight,PS4,5.1,"Oct 25, 2016"
78,Cool Boarders 2001,PS2,7,"May 21, 2001"
78,The Adventures of Cookie & Cream,PS2,7.3,"Apr 30, 2001"
78,Star Trek Starfleet Command: Orion Pirates,PC,7.6,"Jul 1, 2001"
78,NCAA College Football 2K2,DC,8.2,"Aug 29, 2001"
78,Pokemon Stadium 2,N64,8.4,"Mar 28, 2001"
78,NBA Live 2001,PC,7.2,"Feb 7, 2001"
78,Red Faction,PC,8.1,"Sep 17, 2001"
78,Dragon Warrior VII,PS,8.4,"Oct 31, 2001"
78,NHL Hitz 20-02,PS2,7.6,"Sep 24, 2001"
78,Konami Krazy Racers,GBA,tbd,"Jun 10, 2001"
78,Summoner,PC,7.6,"Mar 21, 2001"
78,Luigi's Mansion,GC,8.5,"Nov 17, 2001"
78,Hatsune Miku: Project Diva X,PS4,7.3,"Aug 30, 2016"
78,Overcooked!,PS4,7.7,"Aug 2, 2016"
78,Grand Kingdom,PS4,7.6,"Jun 21, 2016"
78,Wuppo,PC,8.4,"Sep 29, 2016"
78,Zero Escape: Zero Time Dilemma,PC,8.2,"Jun 29, 2016"
78,Skylanders Imaginators,XONE,5.5,"Oct 16, 2016"
78,LEGO Star Wars: The Force Awakens,PS4,7.6,"Jun 28, 2016"
78,Dungeon of the Endless,XONE,5.7,"Mar 16, 2016"
78,Unravel,PS4,8.1,"Feb 9, 2016"
78,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,XONE,6.2,"Dec 20, 2016"
78,"That Dragon, Cancer",PC,6.1,"Jan 12, 2016"
78,Heavy Rain & Beyond: Two Souls Collection,PS4,8.2,"Mar 4, 2016"
78,RIGS: Mechanized Combat League,PS4,7.6,"Oct 13, 2016"
78,Heavy Rain,PS4,7.9,"Mar 1, 2016"
78,Fallout 4: Far Harbor,XONE,6.4,"May 19, 2016"
78,Worms W.M.D,PS4,7.1,"Aug 23, 2016"
78,Amnesia Collection,PS4,7.3,"Nov 22, 2016"
78,The Banner Saga 2,PS4,7.5,"Jul 5, 2016"
78,Melty Blood: Actress Again Current Code,PC,7.8,"Apr 19, 2016"
78,Offworld Trading Company,PC,7.3,"Apr 28, 2016"
78,This War of Mine: The Little Ones,PS4,7.5,"Jan 29, 2016"
78,Oxenfree,XONE,7.3,"Jan 15, 2016"
78,Hue,XONE,7.2,"Aug 30, 2016"
78,ABZU,PS4,7.6,"Aug 2, 2016"
78,Toki Tori 2 +,PS4,5.6,"Feb 23, 2016"
78,Call of Duty: Infinite Warfare,XONE,3.5,"Nov 4, 2016"
78,Ironcast,XONE,tbd,"Mar 4, 2016"
78,The Count Lucanor,PC,7.7,"Mar 3, 2016"
80,Resident Evil: Revelations,WIIU,7.6,"May 21, 2013"
80,Thomas Was Alone,PS3,6.7,"Apr 23, 2013"
79,Forza Motorsport 5,XONE,6,"Nov 22, 2013"
79,Dishonored: The Knife of Dunwall,X360,7.6,"Apr 16, 2013"
79,Euro Truck Simulator 2,PC,8.7,"Jan 16, 2013"
79,Monster Hunter 3 Ultimate,3DS,8,"Mar 19, 2013"
79,Skylanders Swap Force,PS4,5.2,"Nov 15, 2013"
79,Payday 2,PC,3.6,"Aug 13, 2013"
79,Stick it to the Man!,PS3,7.6,"Nov 19, 2013"
79,Sang-Froid: Tales of Werewolves,PC,7.7,"Apr 5, 2013"
79,Edge,WIIU,7.5,"Nov 21, 2013"
79,CastleStorm,X360,6.8,"May 29, 2013"
79,Call of Juarez: Gunslinger,PC,8.2,"May 22, 2013"
79,Just Dance 2014,X360,7.8,"Oct 8, 2013"
79,Memoria,PC,8.1,"Aug 29, 2013"
79,Battlefield 4,X360,5.7,"Oct 29, 2013"
79,Race the Sun,PC,7.3,"Aug 19, 2013"
79,Stick it to the Man!,PC,7.3,"Dec 13, 2013"
79,Gears of War: Judgment,X360,5.6,"Mar 19, 2013"
79,Don't Starve,PC,8.3,"Apr 23, 2013"
79,TrackMania 2 Valley,PC,7.7,"Jul 4, 2013"
79,State of Decay,PC,6.9,"Nov 5, 2013"
79,F1 2013,X360,6.8,"Oct 8, 2013"
79,CastleStorm,VITA,7.4,"Nov 5, 2013"
78,The Walking Dead: Season Two Episode 1 - All That Remains,PC,8.5,"Dec 17, 2013"
78,Muramasa Rebirth,VITA,8.4,"Jun 25, 2013"
78,DeadCore,PC,6.8,"Aug 13, 2013"
78,Teleglitch: Die More Edition,PC,7,"Jul 24, 2013"
78,LEGO Marvel Super Heroes,PC,8.1,"Oct 22, 2013"
78,The Walking Dead: 400 Days,PS3,7.6,"Jul 2, 2013"
78,Tales of Xillia,PS3,8.6,"Aug 6, 2013"
78,Mario and Donkey Kong: Minis on the Move,3DS,7.5,"May 9, 2013"
78,Stealth Inc: A Clone in the Dark,VITA,8,"Jul 23, 2013"
78,Final Fantasy XIV Online: A Realm Reborn,PS3,5.7,"Aug 27, 2013"
78,Dead Space 3,PC,6.1,"Feb 5, 2013"
78,The Wonderful 101,WIIU,8.6,"Sep 15, 2013"
78,Killzone: Mercenary,VITA,8.9,"Sep 10, 2013"
78,Baldur's Gate II: Enhanced Edition,PC,7.3,"Nov 15, 2013"
78,State of Decay,X360,7.2,"Jun 5, 2013"
78,Call of Duty: Ghosts,XONE,4.3,"Nov 19, 2013"
78,Charlie Murder,X360,6.7,"Aug 14, 2013"
78,Call of Duty: Ghosts,PS4,3.8,"Nov 15, 2013"
78,Rune Factory 4,3DS,8.1,"Oct 1, 2013"
78,Thomas Was Alone,VITA,6.7,"Apr 23, 2013"
78,GRID 2,X360,5.7,"May 28, 2013"
78,Samurai Gunn,PC,7.5,"Dec 10, 2013"
78,The Walking Dead: 400 Days,PC,7.6,"Jul 3, 2013"
78,Dead Rising 3,XONE,6.9,"Nov 22, 2013"
78,Ibb & Obb,PS3,7.9,"Aug 6, 2013"
78,Pro Evolution Soccer 2014,PS3,4,"Sep 24, 2013"
78,Dead Space 3,X360,6.4,"Feb 5, 2013"
78,Injustice: Gods Among Us,PS3,7.9,"Apr 16, 2013"
78,Battlefield 3: End Game,PC,7.3,"Mar 26, 2013"
77,Kokuga,3DS,7.5,"Jun 27, 2013"
77,Kingdom Hearts HD 1.5 ReMIX,PS3,8.7,"Sep 10, 2013"
77,Proteus,VITA,6.3,"Oct 29, 2013"
77,Sanctum 2,X360,4.9,"May 15, 2013"
77,Dead or Alive 5 Ultimate,PS3,8.1,"Sep 3, 2013"
77,F1 2013,PC,6.4,"Oct 3, 2013"
77,Expeditions: Conquistador,PC,8.1,"May 30, 2013"
77,RUSH,WIIU,7.5,"Dec 12, 2013"
77,LEGO Batman 2: DC Super Heroes,WIIU,7.3,"May 21, 2013"
77,Crysis 3,PS3,6.4,"Feb 19, 2013"
77,Element4l,PC,7.7,"May 24, 2013"
77,Anomaly 2,PC,7.7,"May 15, 2013"
77,Dungeons & Dragons: Chronicles of Mystara,X360,5.8,"Jun 19, 2013"
77,Teslagrad,PC,7.7,"Dec 13, 2013"
77,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,7.9,"Mar 5, 2013"
77,Super Little Acorns 3D Turbo,3DS,7,"Apr 18, 2013"
77,Eldritch,PC,6.8,"Oct 21, 2013"
77,Sanctum 2,PC,7.6,"May 15, 2013"
77,Magic: Duels of the Planeswalkers 2014,PC,6.1,"Jun 26, 2013"
77,Ace Combat Assault Horizon: Enhanced Edition,PC,5.9,"Jan 24, 2013"
77,Resident Evil: Revelations,PC,7.1,"May 20, 2013"
77,Angry Video Game Nerd Adventures,PC,7.6,"Sep 20, 2013"
77,Soul Sacrifice,VITA,8.2,"Apr 30, 2013"
77,Dragon's Crown,VITA,8.4,"Aug 6, 2013"
77,NCAA Football 14,X360,5.9,"Jul 9, 2013"
77,Crusader Kings II: Sons of Abraham,PC,7.6,"Nov 18, 2013"
77,Dragon's Dogma: Dark Arisen,X360,8,"Apr 23, 2013"
77,F1 2013,PS3,6.4,"Oct 8, 2013"
77,Tiger Woods PGA Tour 14,X360,6.2,"Mar 26, 2013"
77,Cognition: An Erica Reed Thriller Episode 3 - The Oracle,PC,7.5,"Jun 30, 2013"
77,Risk of Rain,PC,8.2,"Nov 8, 2013"
77,Dungeons & Dragons: Chronicles of Mystara,WIIU,7.8,"Sep 5, 2013"
77,Peggle 2,XONE,7.2,"Dec 9, 2013"
77,Attack of the Friday Monsters! A Tokyo Tale,3DS,7.6,"Jul 18, 2013"
77,New Super Luigi U,WIIU,7.9,"Jun 20, 2013"
77,NCAA Football 14,PS3,6.3,"Jul 9, 2013"
76,Crysis 3,X360,6.8,"Feb 19, 2013"
76,Toki Tori 2 +,PC,7.6,"Jul 11, 2013"
76,Knytt Underground,WIIU,7.6,"Dec 19, 2013"
76,SteamWorld Dig,PC,7.3,"Dec 5, 2013"
76,The Bridge,X360,7.4,"Nov 13, 2013"
76,Toki Tori 2,WIIU,7.4,"Apr 4, 2013"
76,Saints Row IV,PS3,6.3,"Aug 20, 2013"
76,Crysis 3,PC,6.6,"Feb 19, 2013"
76,Total War: Rome II,PC,4.2,"Sep 2, 2013"
76,SoulCalibur II HD Online,X360,7.7,"Nov 20, 2013"
76,Call of Juarez: Gunslinger,X360,8.2,"May 22, 2013"
80,The Sly Collection,VITA,7.8,"May 27, 2014"
80,The Walking Dead: Season Two Episode 3 - In Harm's Way,PS3,8.3,"May 13, 2014"
80,Danganronpa: Trigger Happy Havoc,VITA,8.2,"Feb 11, 2014"
80,Tales From The Borderlands: Episode 1 - Zer0 Sum,PS4,7.9,"Nov 25, 2014"
80,Icewind Dale: Enhanced Edition,PC,7.2,"Oct 30, 2014"
80,Far Cry 4,PC,6.8,"Nov 17, 2014"
80,Super Time Force Ultra,PC,6.5,"Aug 25, 2014"
80,Star Wars Pinball: Heroes Within,PS4,5.2,"Apr 29, 2014"
80,Luftrausers,PC,6.8,"Mar 18, 2014"
80,The Walking Dead: Season Two Episode 2 - A House Divided,X360,8.3,"Mar 5, 2014"
80,Kirby: Triple Deluxe,3DS,8.7,"May 2, 2014"
80,Age of Wonders III,PC,8,"Mar 31, 2014"
80,inFamous: Second Son,PS4,8,"Mar 21, 2014"
80,Madden NFL 15,XONE,6.3,"Aug 26, 2014"
80,Atelier Rorona Plus: The Alchemist of Arland,PS3,8.1,"Jun 24, 2014"
80,Football Manager 2015,PC,6.1,"Nov 7, 2014"
80,Dark Souls II: Crown of the Sunken King,X360,8.1,"Jul 22, 2014"
80,BioShock Infinite: Burial at Sea - Episode Two,PC,8.5,"Mar 25, 2014"
80,ArcheAge,PC,3.7,"Sep 16, 2014"
80,Pushmo World,WIIU,8,"Jun 19, 2014"
79,Wolfenstein: The New Order,PS4,8.1,"May 20, 2014"
79,Dungeon of the Endless,PC,7.7,"Oct 27, 2014"
79,The Evil Within,XONE,7.3,"Oct 14, 2014"
79,Valiant Hearts: The Great War,PC,8.6,"Jun 25, 2014"
79,Geometry Wars 3: Dimensions,PC,6.2,"Nov 25, 2014"
79,LittleBigPlanet 3,PS4,7.2,"Nov 18, 2014"
