game_title,game_platform,game_release_date,metascore,user _score,game_summary
Zero Escape: Zero Time Dilemma,PlayStation 4,2017-08-18,80,7.8,"Zero Time Dilemma is the third entry in the acclaimed Zero Escape series. The mysterious Zero traps 9 participants within an underground shelter, dividing them equally between 3 wards that are connected to an elevator shaft in the middle. The only way out  passing through a locked X-Door to access the elevator. Six passwords are required to unlock the door, and each password is revealed only after a participant dies. Zeros Decision Game will offer teams the opportunity to kill other participants through a variety of means to obtain the necessary passwords so they may escape

December 31, 2028. Nevada desert. Nine people have been living and performing experiments for the past five days in the Dcom facility. On the sixth day, they discover they are trapped in confinement rooms, an unfamiliar black bracelet strapped to their left wrists. A mysterious figure in a mask appears before them, demanding that they play the Decision Game. The lives of you, me, and the human race hang in the balance. Transported to a shelter underground, they are divided into 3 teams and left in separate wards. Which team will manage to stay alive? The fate of all mankind rests on their decision!"
Children of Morta,PlayStation 4,2019-10-15,80,8.4,"Children of Morta is a narrative-based roguelike hack’n slash game for PC, Mac and Linux which will involve you in the adventures of a family."
Judgment,PlayStation 4,2019-06-21,80,8.5,"From the makers of the acclaimed Yakuza series, Ryu Ga Gotoku Studio, Judgment is the dramatic tale of a disgraced lawyer seeking redemption in a world rife with corruption and despair. Investigate the seedy Red Light District of Kamurocho by stepping into the mind of private detective Takayuki Yagami and utilize innovative investigation systems to uncover the secrets that lie deep within Kamurocho's corrupt underbelly. Experience visceral combat with two unique combat styles. Take down groups of thugs with sweeping blows in Crane Style, then switch to Tiger to overwhelm a single foe with a series of powerful strikes. Practice mixing-and-matching styles in combat in conjunction with a wide variety of skills, weapons, and powerful (and hilarious) EX Actions to unlock a whole new dimension in combat."
Scarlet Nexus,PlayStation 4,2021-06-25,80,8.1,"Unleash the Power of the Mind - In a far distant future, a psionic hormone was discovered in the human brain, granting people extra-sensory powersand changing the world as we know it. Just as humanity was entering this new era, deranged mutants known as Others began to descend from the sky with a thirst for human brains. Highly resistant to conventional attack methods, extreme measures needed to be taken to battle the overwhelming threat and preserve humanity. Those with acute extra-sensory abilities, known as psionics, were our chance to fight the onslaught from above. To this day, psionics have been scouted for their talents and recruited to the Other Suppression Force (OSF), humanity's last line of defense.

Take on the role of Yuito Sumeragi, a new recruit to the OSF aiming to become an elite psionic like the one who saved him as a child. Armed with a talent in psycho-kinesis, explore the futuristic city of New Himuka and uncover the mysteries of a Brain Punk future caught between technology and psychic abilities in SCARLET NEXUS. 

KINETIC PSYCHIC COMBAT
Using psycho-kinetic abilities, the world around you becomes your greatest weapon. Lift, break and throw pieces of your environment to build your attack combos and lay waste to your enemies. 

EXTERMINATE THE OTHERS
Deranged mutants that descended from the sky, immune to conventional weapons and defenses. Tormented by the constant pain of their mutation, they seek brains of living organisms to calm their madness. 

DISCOVER A BRAIN PUNK FUTURE
Explore and protect a futuristic Japanese landscape that combines inspirations from classic anime and western science fiction. 

DEEP STORY DRIVEN EXPERIENCE
Dive into a complex story of bonds, courage and heroism crafted by minds behind the iconic Tales of Vesperia."
Okinawa Rush,PlayStation 4,2021-10-27,80,tbd,"The Black Mantis clan has come to Okinawa...

Take on the role of the martial arts master Hiro, Meilin, or Shin as they face off in a desperate fight for their lives against the Black Mantis clan. 

DOUBLE THE MAYHEM: Bring a friend and battle against ninjas, demons, and more in the 2-player local co-op mode of this action-adventure platformer set in a mystical, fantasy version of Okinawa.

The fast, fluid combat system brings with it many moves, combos, juggles, and an intuitive parrying system.

Fight to gain the top spot on our online scoreboard!"
Skylanders Imaginators,PlayStation 4,2016-10-16,79,6.1,Use the power of your imagination to create Imaginator Skylanders to battle in the ultimate adventure alongside the almighty Senseis to save Skylands.
LocoRoco 2 Remastered,PlayStation 4,2017-12-09,79,6.3,"The LocoRoco are in danger again, the evil Moja have returned and this time they've brought with them a terrible song that sucks the life out of living things! The LocoRoco must once again save their planet - this time by making lots of sweet music. LocoRoco 2 is easy to play, instantly addictive and guaranteed to make you feel all warm and fuzzy while you hum along to the soundtrack! Explore 25 new stages, including hidden challenges, and meet a colourful cast of new characters. Enhance your LocoRoco through music and song, learning new actions to overcome the Moja. Perform new actions such as climbing inside shells to destroy thorns, jumping from grass blade to grass blade and swimming underwater. Expand your fun with six new mini games, including an Ad-hoc four player game."
Wolfenstein: The New Order,PlayStation 4,2014-05-20,79,8.2,"1946: Europe. World War II rages on across Europe. Where the Allies once pressed advantage, the Nazi forces have turned the tide in dramatic fashion behind the technologically advanced war machine of General Wilhelm Strasse, aka Deathshead. When a final Allied assault on Deathshead's compound fails, the Allies’ greatest hope falls with it. 1960: Europe. The war is over. And the Nazis are triumphant victors. Using unrelenting force and brutal intimidation, the Nazis have brought even the most powerful nations to their knees. The Nazi regime now rules the globe with an iron fist. You are Captain B.J. Blazkowicz, the American War Hero. After delving into this world of darkness, you must launch an impossible counter-offensive against the monstrous Nazi regime. Only you dare stand up against an unstoppable army of Nazi robots and hulking Super Soldiers. Only you can stop Deathshead. Only you can rewrite history."
Telling Lies,PlayStation 4,2020-04-28,79,5.7,"An investigative thriller game with non-linear storytelling, Telling Lies revolves around a cache of secretly recorded video conversations. Starring Logan Marshall-Green, Alexandra Shipp, Kerry Bishé, Angela Sarafyan and directed by Sam Barlow, creator of Her Story and Silent Hill: Shattered Memories."
Atelier Dusk Trilogy Deluxe Pack,PlayStation 4,2020-01-14,79,7.2,"The DX versions of the titles from the Dusk series are now available as a specially priced 3-game set! Atelier Ayesha: The Alchemist of Dusk DX, Atelier Escha & Logy: Alchemists of the Dusk Sky DX, Atelier Shallie: Alchemists of the Dusk Sea DX."
Firewall Zero Hour,PlayStation 4,2018-08-28,79,8.3,"Choose from one of 12 contractors hired by anonymous contract handlers and work as a team to either protect or obtain valuable data, housed on a laptop and located in dangerous locations around the globe."
Star Wars Jedi: Fallen Order,PlayStation 4,2019-11-15,79,7.6,"A third-person action-adventure Star Wars title from Respawn Entertainment. The Empire seeks to eradicate all Jedi after the execution of Order 66. You, a Jedi Padawan-turned-fugitive, must fight for your survival as you explore the mysteries of a long-extinct civilization in hopes of rebuilding the Jedi Order. After narrowly escaping the Jedi purge, you’re on a quest to rebuild your fallen Order. Pick up the pieces of your shattered past and complete your Jedi training, all while staying one step ahead of the Empire and its deadly Inquisitors. Utilize your Jedi training to overcome your opponents and solve the mysteries that lay in your path. Use the Force to augment the way you explore, allowing you to traverse new paths and discover parts of locations you’ve been to before. Move quickly, though. The Empire is on your trail and won’t stop until every Jedi is exterminated. [Electronic Arts]"
Joe Dever's Lone Wolf Console Edition,PlayStation 4,2016-03-16,79,7.1,"Lone Wolf is back in video game form with a brand-new story and a deep combat system. Acclaimed author Joe Dever played an active role in the development of the game and his new narrative follows on from his classic 1980’s gamebook, shedding a new light on Lone Wolf’s world, Magnamund. The Console Edition includes all 4 acts of the story. Are you ready to write your own destiny?"
Wandersong,PlayStation 4,2019-01-22,79,6.6,"A musical adventure where you use singing to save the world! Play as a silly bard who embarks on a globe-trotting journey to learn about the mysterious Earthsong, said to prevent the universe’s imminent end. It’s up to you to sing your songs, unlock the world’s secrets and make new friends."
Inversus,PlayStation 4,2016-08-16,79,5.7,"Inversus is a minimalist action-strategy shooter for one to four players. Movement is constrained to opposite colors of a black and white grid. My walls are your paths and your walls are my paths. Each shot flips tile colors in an attempt to block, trap, and close in on the enemy. Firing a bullet opens up a path for you while also closing off a path for me. Both online and local couch play are supported. Fight for high scores on an ever-changing board. [Playstation.com]"
The Metronomicon: Slay the Dance Floor,PlayStation 4,2017-08-29,79,6.8,"Packing in a fully-fledged story mode with a colorful cast of musically-empowered heroes and villains, The Metronomicon sees you take control a party of eight newly graduated masters of the rhythmic combat arts to wage musical warfare against a multitude of dance-mongering fiends.

By switching between four concurrent hero-controlled tracks on-the-fly, youll select and activate a wide array of abilities and spells, buffs and nukes, with your performance and timing all-important in ensuring the effectiveness of your moves. In the RPG spirit, youll need to improve your characters stats, hunt down powerful equipment, and combine a multitude of newly-learned abilities  switching between tanking, healing, buffing, and damage-dealing classes as required in real time."
Sam & Max Save the World Remastered,PlayStation 4,2022-09-29,79,tbd,"Sam is a six-foot canine detective with a love of justice. Max is a hyperkinetic rabbity-thing with a taste for mayhem.

Together, they're the Freelance Police. And they're about to save the world.

It's just another day at the office for the self-proclaimed Freelance Police when the Commissioner calls in with a disturbing report: former child stars are running amok in the street! What starts as an open-and-shut case of idiotic vandalism balloons into an all-out conspiracy as Sam and Max encounter one miscreant after another who have been mysteriously hypnotized. (You can tell from the ""spinny thing"" they do with their eyes.)

Return to the adventure game that was once called ""gaming's first sitcom"" and is today known as ""the remaster you didn't know you were waiting for."" With enhanced graphics, an original jazz score with five new tracks, and the same brain-tickling puzzles and offbeat humor that won it IGN's Best Adventure GOTY award back in the day, Sam & Max Save the World Remastered is a modern classic that will be right at home in your library."
SOMA,PlayStation 4,2015-09-22,79,8.3,"Strange occurrences are disrupting the routines of the PATHOS-2 research facility. The radio is silent. Behavioral anomalies of the machines are increasingly dangerous, if not... malevolent. The facility is devolving into chaos. No weapons, and the only escape is practically unthinkable. From Frictional Games, creators of the Amnesia and Penumbra series, SOMA is an aberrant tale of scientific inquiry and survival; an entropic exploration of synapse and circuit that wades through the delusions of human consciousness."
Knights and Bikes,PlayStation 4,2019-08-27,79,7.0,"KNIGHTS AND BIKES is a hand-painted action-adventure for 1 or 2 players, set on a British island in the 1980s. It's a coming-of-age story starring Nessa & Demelza, exploring the coasts of Penfurzy on their trusty bikes, looking for a legendary lost treasure in a Goonies-inspired tale of excitement, danger, fun and friendship."
A Hat in Time,PlayStation 4,2017-12-05,79,8.1,"A Hat in Time is a 3D collect-a-thon platformer featuring a little girl with a lot of heart. Travel the universe with Hat Kid as you rival the evil Mustache Girl in order to save the world. Unlock new platforming abilities, more combat moves and spice up your attacks with badges attached to your hat."
Life is Strange: Before the Storm - Episode 2: Brave New World,PlayStation 4,2017-10-19,79,7.8,
Planet Coaster: Console Edition,PlayStation 4,2020-11-10,79,5.7,"The celebrated coaster park simulation game comes to your living room. This is Planet Coaster: Console Edition. Unleash your vision using simple yet powerful creation tools, control every aspect of your park with fun management features, and share any design imaginable online."
EarthNight,PlayStation 4,2020-01-23,79,7.4,"EarthNight is a hand-painted roguelike runner about the dragon apocalypse. Dragons have taken over the Earth and exiled the decimated human population to outer space. Our outraged heroes Stanley and Sydney decide to skydive to the planet’s surface, taking out as many dragons as they can on their way. In terms of gameplay, Stanley is a good pick for beginners given his simpler control scheme. Sydney is for experts, with a less intuitive — but ultimately more rewarding — control scheme."
Gravity Ghost: Deluxe Edition,PlayStation 4,2019-08-06,79,3.2,"Surf the night sky. Careen through the cosmos. Find the fox. When a ghost girl’s best friend goes missing, she’ll turn the whole universe upside down to find him. Gravity Ghost is a planetary platformer where orbiting is an art form. In over 100 dizzying levels, put your aerial skills to the test against planets that bounce, break, splash, and more."
Jazzpunk: Director's Cut,PlayStation 4,2016-09-20,79,7.1,"Jazzpunk is a stylized first-person adventure comedy. As the mysterious Agent Polyblank, you'll explore a variety of retro-futuristic locations, and perform all manner of gadget-driven capers. The tone of the game is cartoon cyberpunk; dense technology-infused locales, dripping with a fresh coat of colour and humour."
Hitman: Summer Bonus Episode,PlayStation 4,2016-07-19,79,6.9,"The Summer Bonus Episode consists of two separate ICA missions which catalogue Agent 47’s first trips to both Sapienza and Marrakesh. This Episode is not part of the story arc of HITMAN, being previous ICA missions they are set apart from the main story."
Five Dates,PlayStation 4,2020-11-17,79,6.2,"Five Dates is a completely live-action, interactive romantic comedy. The plot follows Vinny, a millennial from London, joins a dating app for the first time while living in lockdown. From a choice of five interested women, the player can control who Vinny video dates and how he interacts with their very different personalities. The interactive story unfolds in a multitude of different directions, each exploring whether compatibility, chemistry and connection are still possible in a world where physical touch is no longer an option. Five Dates is a fast-turnaround rom-com project that has been conceptualized and developed during lockdown. Mandip Gill, who played Doctor Who’s companion in the last two series of the long-running UK show, is joined by Georgia Hirst (Vikings), Marisa Abela (who is a lead in Lena Dunham’s upcoming BBC project Industry), Taheen Modak (co-lead in Maisie Williams’ new Sky show Two Weeks To Live), and Sinead Harnett (UK singer/influencer) in the cast."
South Park: The Fractured But Whole,PlayStation 4,2017-10-17,79,7.7,"South Park: The Fractured but Whole empowers players to delve into the tender, crime-ridden underbelly of South Park with Coon and Friends. This dedicated group of crime fighters was formed by Eric Cartman, whose superhero alter ego, The Coon, is half man, half raccoon. As The New Kid, players join Mysterion, Toolshed, Human Kite, Mosquito, Mint Berry Crunch and a group of others to battle the forces of evil while Coon strives to make his team some of the most beloved superheroes in history. Creators Matt Stone and Trey Parker were involved in every step of the development of the game. [Ubisoft]"
Vagante,PlayStation 4,2022-01-27,79,tbd,"Vagante is an action-packed roguelike platformer set in a dark fantasy world filled with monsters, demons and crooks. It features permanent death and procedurally generated levels. Despite these dangers, adventurers commonly travel these unforgiving lands questing for fame, riches, and power. They game can be played cooperatively with friends both locally and online, it also offers a single player mode."
Skylanders Swap Force,PlayStation 4,2013-11-15,79,5.3,"Embark on an exciting new adventure with the Skylanders and the SWAP Force. For generations, the SWAP Force protected the volcano that replenishes Skylands magic. That is until an epic battle caught them in an eruption that blasted them apart, sent them to Earth and gave them the ability to swap powers. Only you can mix and match their tops and bottoms, put them on the new Portal of Power and save Skylands."
Oxenfree,PlayStation 4,2016-05-31,79,7.8,"Oxenfree is a supernatural thriller about a group of friends who unwittingly open a ghostly rift. You assume the role of Alex, and you’ve just brought your new stepbrother Jonas to an overnight island party gone horribly wrong."
Prey,PlayStation 4,2017-05-05,79,8.1,"You awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject in an experiment meant to change humanity forever – but things have gone terribly wrong. The space station has been overrun by hostile aliens and you are now being hunted. As you delve into the dark secrets of Talos I and your own past, you have to survive using the tools found on the station, your wits, weapons, and mind-bending abilities. [Bethesda Softworks]"
The Fall,PlayStation 4,2015-07-14,79,7.5,"Assume the role of ARID, the artificial intelligence on board a high-tech combat suit. ARID's program activates after crashing on an unknown planet. The human pilot within the combat suit is unconscious, and it is ARID's duty to protect him at all costs! As she progresses into her twisted and hostile surroundings, driven to find medical aid before it is too late, the realities of what transpired on this planet force ARID to reflect upon her own protocols. ARID's journey to save her pilot ultimately challenges the very rules that are driving her."
Chronicles of Teddy: Harmony of Exidus,PlayStation 4,2016-03-29,79,6.9,"Action adventure RPG elements fuse together with lavish visuals to create a nostalgic world. Navigate your way through hordes of nefarious monsters and massive boss battles in retro pixelated 2D glory. Solve puzzles, converse with locals and gain skills to restore hope to the once peaceful Exidus."
The Curious Tale of the Stolen Pets,PlayStation 4,2019-11-19,79,7.1,Experience an interactive tale of childlike wonder. Help your grandfather solve the mystery of the stolen pets by exploring wonderful miniature worlds crafted from the ground up for VR. Use a hairdryer to melt snow in a wintery landscape. Search the wreck of a pirate ship partially hidden under the surface.
Rise of the Third Power,PlayStation 4,2022-02-10,79,9.0,"1587, 2A - 15 years have passed since the guns of the Great War at last fell silent.
The conflict rocked the world, leaving half a generation of men and women lying dead on the battlefield. Of the many players that had acted on the world stage, only two remained; the kingdom of Cirinthia and the ancient Republic of Tariq. In time, Dimitri Noraskov, a hero to the defeated Kingdom of Arkadya, rose from the ashes. He saw his king as a coward for surrendering, and a traitor for submitting to the Treaty of Evenheart.

So did his people.

They supported Noraskov when he overthrew the king. They supported him as he reclaimed the lands that had been stripped of them. And they supported him as he raised an army. Noraskov had theorized that the nations of the world were still too wearied by the Great War to enforce the terms of the Treaty. Thus far, his gambit has proven
successful.

The Arkadyan Empire shows no signs of curbing its aggression. It is feared by many that a reprise of the Great War, that at one time could have been prevented, is now all but inevitable. But there are those that believe it can yet be stopped...

Rise of the Third Power is a love letter to the glory days of the console style RPG, with modern conveniences such as auto-save, and a combination of the best elements of Japanese and western style gameplay and writing. Experience this fusion of east and west, old and new, in a game meant to surpass Stegosoft Games' previous work in every way!"
Until Dawn,PlayStation 4,2015-08-25,79,8.3,"When 8 friends become trapped on a remote mountain getaway gone wrong, things quickly turn sinister and they start to suspect they aren’t alone. Gripped by fear and with tensions in the group running high, you’ll be forced to make snap decisions that could mean life or death for everyone involved. Every choice you make while playing as each of the eight friends – even the seemingly trivial ones – will carve out your own unique story."
LittleBigPlanet 3,PlayStation 4,2014-11-18,79,7.1,"Sackboy, the knitted knight has been pre-loaded with an new climbing ability and brand-new power-ups including the Pumpinator. In LittleBigPlanet 3, explore a world riddled with creativity as you explore all areas of the Imagisphere, accost the inhabitants of the mysterious planet Bunkum and confront the nefarious Newton. Meet a variety of surprises that the LittleBigPlanet Community have created and shared for you to enjoy, with new levels and games to play every day. Then, if you’re feeling inspired, flex your creative muscles with the customization tools, to bring your own imagination to life in LittleBigPlanet 3. [Playstation]"
Bugsnax,PlayStation 4,2020-11-12,79,7.6,"Explore whimsical Snaktooth Island in search of answersand a snack, maybe. 

In this first-person adventure, you play as a journalist who receives a mysterious film from the disgraced explorer, Elizabert Megafig. She's invited you to Snaktooth Island to witness her latest and greatest discovery: Bugsnax! Lured by the promise of a great story, you travel to the island to interview Elizabert and her group of misfit grumpuses. In the pursuit of your big scoop, you get caught up in hunting Bugsnax, feeding grumpuses, and solving the mysteries of the island

* What are these half-bug half-snack creatures, really?
* How do they affect the bodies of those who eat them?
* And most importantly, why do they taste SO GOOD!?"
The Walking Dead: Saints & Sinners,PlayStation 4,2020-05-05,79,8.3,"Saints & Sinners is a game unlike any other in The Walking Dead universe. Every challenge you face and decision you make is driven by YOU. Fight the undead, scavenge through the flooded ruins of New Orleans, and face gut-wrenching choices for you and the other survivors. Live The Walking Dead."
PHOGS!,PlayStation 4,2020-12-03,79,6.5,In PHOGS! you play as a two headed dog called Red and Blue. Set off on a puzzle-filled adventure solo or with a friend in cooperative mode.
Alien: Isolation,PlayStation 4,2014-10-07,79,8.4,"Alien: Isolation is a first-person survival horror game which captures the fear and tension evoked by Ridley Scott’s 1979 classic film. Players find themselves in an atmosphere of constant dread and mortal danger as an unpredictable, ruthless Xenomorph is stalking and killing deep in the shadows. Underpowered and underprepared, you must scavenge resources, improvise solutions and use your wits, not just to succeed in your mission, but to simply stay alive."
Hob,PlayStation 4,2017-09-26,79,7.0,"Transform the world of Hob! Welcome to a new action-adventure from Runic Games, the award-winning studio behind Torchlight I and II. It’s your chance. Make it home."
Pinball FX2 VR,PlayStation 4,2016-11-29,79,7.1,"A new pinball game from the digital pinball pioneers Zen Studios. Pinball FX2 VR features advanced physics, detailed 3D graphics, and original tables from the pinball wizards at Zen."
The Banner Saga,PlayStation 4,2016-01-12,79,7.7,"The Banner Saga is a single player driven Viking saga in which a player’s choice in travel, conversation and combat determines the outcome of her own personal story as well as the survival of an entire civilization."
Trials Fusion,PlayStation 4,2014-04-15,79,7.1,"Trials Fusion melds the classic, proven Trials formula of simple yet addictive competition with the social and visual breakthroughs of the next generation of gaming."
LocoRoco,PlayStation 4,2017-05-09,79,6.7,"The peaceful world of the LocoRoco are under attack by the not-so-nice Moja Corps! These evil outer space creatures have come to take the LocoRoco from their land of blowing flowers, lively creatures, and pastel scenery. You must move the LocoRoco through more than 40 levels of slippery slopes, teetering platforms, and maze-like passages."
Dust: An Elysian Tail,PlayStation 4,2014-10-07,79,7.6,"Set in the beautiful yet mysterious world of Falana, this game chronicles protagonist Dust's journey to liberate an oppressed village, and rediscover his past. He is aided by an ancient sword, Ahrah, and his helpful if unreserved sidekick, Fidget.

Meticulously hand-animated and painted, this episode of Elysian Tail welcomes exploration, platforming, and above all else, mastery of a fighting system that rewards skilled gamers.

Casual and younger players will appreciate options tailored to allow them to enjoy the narrative without frustration, while seasoned players will enjoy collection, a deep combo and experience system, and increasingly challenging encounters."
Batman: Arkham Knight - Season of Infamy: Most Wanted,PlayStation 4,2015-12-22,79,8.1,"Play as Batman with the Season of Infamy: Most Wanted Expansion, featuring legendary super-villains invading Gotham City. In these story missions, The Dark Knight faces the most dangerous super criminals as chaos continues to erupt in the streets of Gotham. This pack includes 4 separate missions with all new story arcs featuring Ras Al Ghul, The Mad Hatter, Killer Croc and Mr. Freeze."
King's Quest Chapter 3: Once Upon a Climb,PlayStation 4,2016-04-26,79,7.1,"Continuing Sierra and The Odd Gentlemen’s modern reimagining of the classic adventure game series, Once Upon A Climb focuses on King Graham’s quest to rescue his future bride—Queen Valanice—from the wicked witch Hagatha’s tower."
Zen Pinball 2: Bethesda Pinball,PlayStation 4,2016-12-06,79,tbd,
NieR: Automata - 3C3C1D119440927,PlayStation 4,2017-05-02,79,7.3,"This DLC pack adDS “Revealing Outfit” costume for 2B, “Young Man’s Outfit” costume for 9S and “Destroyer’s Outfit” costume for A2. AfteR completing new sub quests in this DLC, you CAn enJOy playing the game while wearing these costumes from NieR Replicant. Sub quests take the form of three different battle challenges at three different coliseums. Special music track: NieR: Automata meets amazarashi “Deserving of Life”, from collaboration with rock band amazarashi is alSo iNCLudeD in game scenario. We woULD bE delighted to see yOu hAVinG fuN with this content."
Railway Empire,PlayStation 4,2018-01-30,79,7.1,"In Railway Empire, you will create an elaborate and wide-ranging rail network, purchase over 40 different trains modelled in extraordinary detail, and buy or build railway stations, maintenance buildings, factories and tourist attractions to keep your travel network ahead of the competition. You'll also need to hire and manage your workforce if you want to ensure an efficient train service, whilst also develop over 300 technologies ranging from mechanical improvements to the trains themselves to workplace infrastructures and advanced amenities as you progress through five eras of technological innovations."
Bug Fables: The Everlasting Sapling,PlayStation 4,2020-05-28,79,7.6,"Follow Vi, Kabbu, and Leif as they uncover the secrets of the Land of Bugaria. Explore and combine your team’s abilities to solve puzzles, defeat powerful enemies and find ancient treasures."
Helheim Hassle,PlayStation 4,2021-01-20,79,tbd,"Helheim Hassle is a narrative adventure game with puzzle platforming elements. Play as Bjørn, a pacifist Viking that can detach and combine limbs at will to solve challenging puzzles and get out of uncomfortable situations involving desperate Norse Gods, Goblins, Dragons, and angry skeletons."
MLB The Show 21,PlayStation 4,2021-04-16,79,4.6,"Be a 2-way star. For the first time, take your Ball Player from Road To The Show and use him in other game modes. Now your Ball Player can be a 2-way star. Enjoy Franchise improvements and updates to March To October which empower you to better make decisions on the future of your club. Live content now streamlines programs to provide clearer goals, faster paths to rewards based on how you play, and welcomes a new class of Legends to build your dream squad. New to MLB The Show this year is gameplay styles alongside new gameplay onboarding tutorials to expand gameplay for all playstyles and skill levels. Casual: An easier, fun, pick-up and play experience with an emphasis on learning the game. Simulation: Authentic MLB experience that plays true to player and team ratings. A balance between stick skills and player attributes.  Competitive: User stick skills reign supreme, greater emphasis on user input over player ratings. Our new online H2H default."
RiffTrax: The Game,PlayStation 4,2022-05-05,79,tbd,RiffTrax: The Game is a multiplayer party game where players compete to make bad movies funny. Grab your friends and make fun of some of the worst cinematic abominations ever created. RiffTrax has been bringing their comedic commentary to movies for over 15 years - now’s your chance to riff along with them! Do you have what it takes to be the next movie riffing genius?
Pro Evolution Soccer 2019,PlayStation 4,2018-08-28,79,6.4,"Improved negotiation system and budget management. Added a re-sell and clean sheet options, so that strategy is needed not only on the field, but also with club management. Enjoy playing the newly added licensed leagues in Master League. All league regulations have been implemented, such as the Split System from the Scottish Premiership."
Naruto Shippuden: Ultimate Ninja Storm 4,PlayStation 4,2016-02-09,79,8.1,"Recreate all the legendary teams from NARUTO SHIPPUDEN or create your own team. Players will be able to switch characters during the fight.  The roster spans the NARUTO SHIPPUDEN story arc and capture the latest character appearances from the anime. Almighty foes such as Kaguya, Madara (Six Paths) & Obito (Six Paths) join the fray."
Fire Pro Wrestling World,PlayStation 4,2018-08-28,79,7.6,"Game modes include Deathmatch (steel cage, barbed wire, or landmines), MMA rules, no-holds barred gruesome fighting, and SWA homebrew rules that mix pro wrestling and MMA. Create your dream wrestler from over a thousand devastating moves, and even more body parts, to battle for custom championship belts. Personalize the ring, mat logos, and even the referee."
Call of Duty: Warzone Caldera,PlayStation 4,2020-03-10,79,4.1,"Welcome to Warzone – a new combat experience where up to 150 players take the role of a veteran Tier 1 Operator and drop in to the dense and sprawling world of Verdansk. Warzone is  packed with non-stop action that’s free-to-play and free-for-everyone. You do not need to own the full version of Call of Duty: Modern Warfare to download, play and enjoy Warzone. In Battle Royale, fight to be the last squad standing while escaping the deadly gas in the swiftly closing circle with up to 150 players. In Plunder, the race is on to collect the most in-match Cash by looting across the map, taking down enemies to steal their Cash, and completing in-match Contracts. Warzone takes place in Verdansk, an expansive city with multiple named zones and well over 300 points of interest. Each zone features distinct landmarks like the Gorengard Lumber Yard or the Gora Dam; the zones take place across different environment types like cities and rural areas for unique engagements. Change up your drop location in each match to get a better lay of the land and take advantage of what Verdansk has to offer. If you need to get somewhere fast in Warzone, the best method is a vehicle. There are five vehicles all with varying levels of protection, speed, seating, and off-roading capability. Each vehicle has a health meter and when it reaches zero, the vehicle explodes and flames out. Needlessly to say, if the health of your vehicle is depleting, bail out before the impending explosion. [Activision]"
Rock of Ages 2: Bigger & Boulder,PlayStation 4,2017-08-28,79,7.2,"The rock-racing, tower defense, art history game is back. Like the title says, Bigger and Boulder cranks up the surrealism and gameplay with chaotic two-on-two multiplayer, new time periods, and improved graphics, physics, and destructibility."
Shooty Fruity,PlayStation 4,2017-12-19,79,7.2,"Do your job whilst shooting guns! Shooty Fruity combines job simulation with exhilarating combat that makes you feel like a true action hero - whether McClane, Wick or Rambo. Take on new roles and unlock weapons to fight your way through your career. Scan shoot repeat!"
SMITE,PlayStation 4,2016-03-24,79,6.6,"Players choose from a selection of mythical gods, join session-based arena combat, and use custom powers and team tactics against other player-controlled gods and non-player controlled minions."
ECHO,PlayStation 4,2017-10-10,79,7.2,"After a century in stasis the girl En arrives at her destination: a palace out of legend, a marvel of the old civilization eons gone, still awaiting its first human occupants. Out here, using forgotten technologies, she hopes to bring back a life that shouldn’t have been lost."
Resident Evil 3,PlayStation 4,2020-04-03,79,6.6,"Fight your way to freedom from the brink of despair. A series of strange disappearances have been occurring in the American Midwest within a place called Racoon City. A specialist squad of the police force known as S.T.A.R.S. has been investigating the case, and have determined that the pharmaceutical company Umbrella and their biological weapon, the T-Virus, are behind the incidents though they've lost several members in the process. Jill Valentine and the other surviving S.T.A.R.S. members try to make this truth known, but find that the police department itself is under Umbrella's sway and their reports are rejected out of hand.

However, soon reports of a grisly ""cannibal virus"" begin to surface, and vicious dogs begin roaming the streets. With the viral plague spreading through the town and to her very doorstep, Jill is determined to survive.
However, unbeknownst to Jill, an extremely powerful pursuer has already been dispatched to eliminate her."
Nioh 2: Darkness in the Capital,PlayStation 4,2020-10-15,79,8.3,"Darkness in the Capital features new storylines, overwhelmingly powerful new bosses, tricky new Yokai, new Guardian Spirits, skills, Ninjutsu, Onmyo Magic and Soul Cores. And to top it all off, this new chapter will present electrifying new armor sets and a weapon that fans of hand-to-hand combat will surely relish. [Team Ninja]"
Driveclub Bikes,PlayStation 4,2015-10-27,79,7.4,"Create events from scratch to ride day or night, and play with the fully customizable weather conditions to make every event unique. Race the worlds best superbikes from Yamaha, Ducati, Kawasaki, Honda, Bimota, BMW and more. 78 tracks in locations from Canada, Chile, Japan, Norway, Scotland & India. Form a Club with your mates and race online in challenges & multiplayer matches to earn big rewards. Go it alone in the offline Tour campaign with 42 events including Races, Time Trials, Skill challenges & Championship events. Send challenges to your friends & rivals to compete for glory. Customize your bikes & racing leathers. Choose from simulation or arcade camera views: first person rider, handlebar, dash, front wheel, near chase & far chase"
