id,game_name,console,game_type,finished,published_year,played_year,hours_played,perso_score,multiplayed,fuzz,game_title,game_platform,game_release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,Critic_Count,user _score,User_Count,Developer,Rating,game_summary
64,Command & Conquer: Red Alert 3,PC,STR,TRUE,2008,2018,10,75,TRUE,Command & Conquer: Red Alert 3,Command & Conquer: Red Alert 3,PC,2008,Strategy,Electronic Arts,0.01,0.64,0,0.02,0.67,82,,6.9,,,,
65,Command & Conquer: Generals,PC,STR,TRUE,2003,2005,15,77,TRUE,Command & Conquer: Generals,Command & Conquer: Generals,PC,2003,STR,Westwood,,,,,0.4,84,,8.4,,,,
66,Stronghold,PC,STR,FALSE,2003,2003,10,73,TRUE,Stronghold,Stronghold,PC,2001,Strategy,Gathering of Developers,0,0.09,0,0.02,0.11,81,19,8.9,224,FireFly Studios,T,
68,Diablo,PS1,RPG,TRUE,1997,1998,40,92,TRUE,Diablo,Diablo,PS1,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58,,,,,,,
68,Diablo,PS1,Hack&Clash,TRUE,1997,1998,40,92,TRUE,Diablo,Diablo,PS1,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58,,,,,,,
69,Diablo II,PC,RPG,TRUE,2000,2005,25,89,TRUE,Diablo II,Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.1,0,0.02,0.13,88,34,8.8,1056,Blizzard North,M,
69,Diablo II,PC,Hack&Clash,TRUE,2000,2005,25,89,TRUE,Diablo II,Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.1,0,0.02,0.13,88,34,8.8,1056,Blizzard North,M,
70,Diablo III,PS3,RPG,TRUE,2012,2015,35,93,TRUE,Diablo III,Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86,43,6.4,557,Blizzard Entertainment,M,
70,Diablo III,PS3,Hack&Clash,TRUE,2012,2015,35,93,TRUE,Diablo III,Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.75,0.15,0.29,1.91,86,43,6.4,557,Blizzard Entertainment,M,
71,StarCraft,PC,STR,TRUE,1998,1998,150,92,TRUE,StarCraft,StarCraft,PC,1998,Strategy,Activision,0,0.04,0,0.01,0.05,88,15,9.1,813,Blizzard Entertainment,T,
73,StarCraft II: Wings of Liberty,PC,STR,TRUE,2010,2010,150,95,TRUE,StarCraft II: Wings of Liberty,StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.57,1.68,0,0.58,4.84,93,82,8.2,3052,Blizzard Entertainment,T,
74,StarCraft II: Heart of the Swarm,PC,STR,TRUE,2013,2013,50,94,TRUE,StarCraft II: Heart of the Swarm,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.83,0.66,0,0.18,1.67,86,68,7.9,1346,Blizzard Entertainment,T,
75,StarCraft II: Legacy of the Void,PC,STR,TRUE,2015,2015,70,96,TRUE,StarCraft II: Legacy of the Void,StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.19,0.29,0,0.04,0.53,88,62,8.3,833,Blizzard Entertainment,T,
76,Warcraft II: Tides of Darkness,PC,STR,TRUE,1995,1996,20,85,TRUE,Warcraft II: Tides of Darkness,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21,,,,,,,
77,Warcraft III: Reign of Chaos,PC,STR,TRUE,2002,2002,100,95,TRUE,Warcraft III: Reign of Chaos,Warcraft III: Reign of Chaos,PC,2002,Strategy,Vivendi Games,0.03,0.09,0,0.02,0.13,92,40,9.1,1023,Blizzard Entertainment,T,
78,Warcraft III: The Frozen Throne,PC,STR,TRUE,2003,2003,30,93,TRUE,Warcraft III: The Frozen Throne,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.58,0.87,0,0.09,1.54,88,23,9,713,Blizzard Entertainment,T,
80,Heroes of Might and Magic III,PC,STR,TRUE,1999,2000,60,94,TRUE,Heroes of Might and Magic III,Heroes of Might and Magic III,PC,1999,STR,The 3DO Company,,,,,3,87,,9.1,,,,
81,Heroes of Might and Magic IV,PC,STR,TRUE,2002,2002,45,94,TRUE,Heroes of Might and Magic IV,Heroes of Might and Magic IV,PC,2002,STR,The 3DO Company,,,,,2.5,84,,8.1,,,,
82,Heroes of Might and Magic V,PC,STR,FALSE,2006,2008,25,89,TRUE,Heroes of Might and Magic V,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04,77,41,7.9,349,Nival Interactive,T,
83,Heroes of Might and Magic VII,PC,STR,FALSE,2015,2018,10,85,TRUE,Heroes of Might and Magic VII,Heroes of Might and Magic VII,PC,2015,STR,Ubisoft,,,,,,67,,5,,,,
85,Life is Strange,PC,Narrative,TRUE,2008,2018,10,79,TRUE,Life is Strange,Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0,0,0.04,83,15,8.6,1620,DONTNOD Entertainment,M,
86,Worms,PC,STR,FALSE,1995,1996,30,80,TRUE,Worms,Worms,PC,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.02,75,25,6.9,28,Team 17,E10+,
86,Worms,PC,Shoot'em All,FALSE,1995,1996,30,80,TRUE,Worms,Worms,PC,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.02,75,25,6.9,28,Team 17,E10+,
87,Worms 2,PC,STR,FALSE,1997,1997,30,82,TRUE,Worms 2,Worms 2,PC,1997,Strategy,Microprose,0,0.01,0,0,0.01,,,8.1,12,Team 17,K-A,
87,Worms 2,PC,Shoot'em All,FALSE,1997,1997,30,82,TRUE,Worms 2,Worms 2,PC,1997,Strategy,Microprose,0,0.01,0,0,0.01,,,8.1,12,Team 17,K-A,
89,Worms W.M.D,PS4,STR,FALSE,2016,2018,20,87,TRUE,Worms W.M.D,Worms W.M.D,PS4,23/08/2016,,,,,,,,78,,7.2,,,,"With a hand-drawn 2D look, brand new weapons, the introduction of crafting, vehicles and buildings plus the return of some classic weapons and gameplay, Worms W.M.D is back."
89,Worms W.M.D,PS4,Shoot'em All,FALSE,2016,2018,20,87,TRUE,Worms W.M.D,Worms W.M.D,PS4,23/08/2016,,,,,,,,78,,7.2,,,,"With a hand-drawn 2D look, brand new weapons, the introduction of crafting, vehicles and buildings plus the return of some classic weapons and gameplay, Worms W.M.D is back."
90,Theme Hospital,PC,STR,FALSE,1997,2000,10,80,TRUE,Theme Hospital,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0,0,2.4,,,9,90,Bullfrog Productions,K-A,
92,The Sims,PC,STR,TRUE,2000,2000,50,90,TRUE,The Sims,The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,92,38,7.9,451,Maxis,T,
93,The Sims 2,PC,STR,TRUE,2000,2005,30,88,FALSE,The Sims 2,The Sims 2,PC,2004,Simulation,Electronic Arts,0.02,0.24,0,0.04,0.29,90,61,8.8,676,Maxis,T,
94,Baldur's Gate,PC,Action-Adventure,TRUE,1998,2000,40,90,FALSE,Baldur's Gate,Baldur's Gate,PC,1998,RPG,BioWare,,,,,3,91,,8.9,,,,
94,Baldur's Gate,PC,RPG,TRUE,1998,2000,40,90,FALSE,Baldur's Gate,Baldur's Gate,PC,1998,RPG,BioWare,,,,,3,91,,8.9,,,,
95,Baldur's Gate II: Shadows of Amn,PC,Action-Adventure,TRUE,2000,2001,50,92,FALSE,Baldur's Gate II: Shadows of Amn,Baldur's Gate II: Shadows of Amn,PC,1998,RPG,BioWare,,,,,2.5,95,,9.1,,,,
95,Baldur's Gate II: Shadows of Amn,PC,RPG,TRUE,2000,2001,50,92,FALSE,Baldur's Gate II: Shadows of Amn,Baldur's Gate II: Shadows of Amn,PC,1998,RPG,BioWare,,,,,2.5,95,,9.1,,,,
98,Heroes of the Storm,PC,MOBA,FALSE,2016,2016,90,93,TRUE,Heroes of the Storm,Heroes of the Storm,PC,2016,MOBA,Blizzard,,,,,11,81,,7.6,,,,
99,Grim Fandango,PC,Point&Click,TRUE,2008,2018,20,80,TRUE,Grim Fandango,Grim Fandango,PC,1998,Point&Click,Lucas Arts,,,,,0.5,94,,9.1,,,,
100,The Curse of Monkey Island,PC,Point&Click,TRUE,1997,2018,10,75,TRUE,The Curse of Monkey Island,The Curse of Monkey Island,PC,1997,Point&Click,Lucas Arts,,,,,0.9,89,,9,,,,
101,Escape From Monkey Island,PC,Point&Click,TRUE,2004,2004,30,85,TRUE,Escape From Monkey Island,Escape From Monkey Island,PC,2001,Point&Click,Lucas Arts,,,,,0.1,84,,8.2,,,,
102,The Secret of Monkey Island,PC,Point&Click,FALSE,1990,2018,2,87,TRUE,The Secrets of Monkey Island,The Secrets of Monkey Island,PC,1990,Point&Click,Lucas Arts,,,,,0.1,86,,8.9,,,,
103,Myst,PC,Point&Click,TRUE,1993,1993,25,86,TRUE,Myst,Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0,0,2.81,,,,,,,
111,SimCity 2000,PC,STR,FALSE,1994,1995,15,70,FALSE,SimCity 2000,SimCity 2000,PC,1992,Simulation,Maxis,1.2,0.84,0,0.1,2.14,,,,,,,
113,Pharaoh,PC,STR,FALSE,1999,2001,20,86,TRUE,Pharaoh,Pharaoh,PC,1998,Strategy,Vivendi Games,0,0.02,0,0,0.02,,,8.6,45,Impressions Games,E,
114,Carmageddon,PC,Racing,FALSE,1997,1999,20,86,TRUE,Carmageddon,Carmageddon,PC,1997,Racing|Beat'em All,SCi,,,,,0.3,85,,8.4,,,,
114,Carmageddon,PC,Beat'em All,FALSE,1997,1999,20,86,TRUE,Carmageddon,Carmageddon,PC,1997,Racing|Beat'em All,SCi,,,,,0.3,85,,8.4,,,,
115,Carmageddon II: Carpocalypse Now,PC,Racing,FALSE,1998,2000,10,86,TRUE,"Carmageddon II: Carpocalypse Now""","Carmageddon II: Carpocalypse Now""",PC,1998,Racing|Beat'em All,SCi,,,,,0.2,85,,8.4,,,,
115,Carmageddon II: Carpocalypse Now,PC,Beat'em All,FALSE,1998,2000,10,86,TRUE,"Carmageddon II: Carpocalypse Now""","Carmageddon II: Carpocalypse Now""",PC,1998,Racing|Beat'em All,SCi,,,,,0.2,85,,8.4,,,,
116,RollerCoaster Tycoon,PC,STR,FALSE,1999,2000,15,70,FALSE,RollerCoaster Tycoon,RollerCoaster Tycoon,PC,,Strategy,Microprose,0.02,0.02,0,0.01,0.04,,,,,Chris Sawyer,E,
117,Beyond Good & Evil,PC,Action-Adventure,FALSE,2003,2016,5,62,FALSE,Beyond Good & Evil,Beyond Good & Evil,PC,"Nov 19, 2003",,,,,,,,83,,,,,,"The planet of Hyllis has fallen under siege by a ruthless alien race. Despite the assurances of the Alpha Section defense squad, the war drags on, terrorizing the once-beautiful planet and crushing the faith of the people. From the rubble of a tiny island rises Jade - a rebellious young action reporter left traumatized by a brutal attack. When Jade is hired by the rebel organization IRIS, she learns that the Alpha Sections are secretly trafficking humans to the enemy. Still wary of who to believe, she sets out to expose the gruesome conspiracy and bring proof to her people. Armed with her camera, dai-jo staff, and unflinching resolve, Jade plunges into a sinister web to untangle the truth and restore justice to her planet. But as she earns the trust of her beleaguered people, Jade discovers that sometimes, in order to find the truth, you must look beyond good and evil. [Ubi Soft]"
117,Beyond Good & Evil,PC,Platformer,FALSE,2003,2016,5,62,FALSE,Beyond Good & Evil,Beyond Good & Evil,PC,"Nov 19, 2003",,,,,,,,83,,,,,,"The planet of Hyllis has fallen under siege by a ruthless alien race. Despite the assurances of the Alpha Section defense squad, the war drags on, terrorizing the once-beautiful planet and crushing the faith of the people. From the rubble of a tiny island rises Jade - a rebellious young action reporter left traumatized by a brutal attack. When Jade is hired by the rebel organization IRIS, she learns that the Alpha Sections are secretly trafficking humans to the enemy. Still wary of who to believe, she sets out to expose the gruesome conspiracy and bring proof to her people. Armed with her camera, dai-jo staff, and unflinching resolve, Jade plunges into a sinister web to untangle the truth and restore justice to her planet. But as she earns the trust of her beleaguered people, Jade discovers that sometimes, in order to find the truth, you must look beyond good and evil. [Ubi Soft]"
118,Star Wars: Galactic Battlegrounds,PC,STR,TRUE,2001,2001,40,90,FALSE,Star Wars: Galactic Battlegrounds,Star Wars: Galactic Battlegrounds,PC,2001,STR,Lucas Arts,,,,,0.5,75,,7.9,,,,
120,Star Wars Jedi Knight II: Jedi Outcast,PC,Action-Adventure,TRUE,2002,2003,30,98,TRUE,Star Wars Jedi Knight II: Jedi Outcast,Star Wars Jedi Knight II: Jedi Outcast,PC,2002,Action-Adventure,Lucas Arts,,,,,0.93,89,,7.6,,,,
120,Star Wars Jedi Knight II: Jedi Outcast,PC,Hack&Clash,TRUE,2002,2003,30,98,TRUE,Star Wars Jedi Knight II: Jedi Outcast,Star Wars Jedi Knight II: Jedi Outcast,PC,2002,Action-Adventure,Lucas Arts,,,,,0.93,89,,7.6,,,,
121,Star Wars Jedi Knight: Jedi Academy,PC,Action-Adventure,TRUE,2003,2003,30,97,TRUE,Star Wars Jedi Knight: Jedi Academy,Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,0,0.03,0,0,0.03,81,34,8.6,293,Raven Software,T,
121,Star Wars Jedi Knight: Jedi Academy,PC,Hack&Clash,TRUE,2003,2003,30,97,TRUE,Star Wars Jedi Knight: Jedi Academy,Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,0,0.03,0,0,0.03,81,34,8.6,293,Raven Software,T,
122,Star Wars: The Old Republic,PC,Action-Adventure,TRUE,2011,2012,50,92,TRUE,Star Wars: The Old Republic,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.96,85,73,5.9,2748,"LucasArts, BioWare",T,
122,Star Wars: The Old Republic,PC,RPG,TRUE,2011,2012,50,92,TRUE,Star Wars: The Old Republic,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.96,85,73,5.9,2748,"LucasArts, BioWare",T,
123,Star Wars: Knights of The Old Republic,PC,Action-Adventure,TRUE,2003,2012,25,91,FALSE,Star Wars: Knights of the Old Republic,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0,0.02,0.14,93,33,9,1497,BioWare,T,
123,Star Wars: Knights of The Old Republic,PC,RPG,TRUE,2003,2012,25,91,FALSE,Star Wars: Knights of the Old Republic,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0,0.02,0.14,93,33,9,1497,BioWare,T,
124,Star Wars Episode I Racer,PC,Racing,TRUE,2001,2001,30,75,FALSE,Star Wars Episode I Racer,Star Wars Episode I Racer,PC,1999,Racing,Lucas Arts,,,,,3.12,85,,8.6,,,,
126,Star Wars: Jedi StarFighter,PS2,Space Shooter,TRUE,2001,2001,20,80,FALSE,Star Wars: Jedi Starfighter,Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,0.24,0.19,0,0.06,0.5,81,22,8.3,8,LucasArts,T,
127,Star Wars: Battlefront (2015),PC,FPS,TRUE,2015,2015,20,80,TRUE,Star Wars Battlefront (2015),Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,0.13,0.38,0,0.04,0.55,,,,,,,
127,Star Wars: Battlefront (2015),PC,Space Shooter,TRUE,2015,2015,20,80,TRUE,Star Wars Battlefront (2015),Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,0.13,0.38,0,0.04,0.55,,,,,,,
129,Star Wars: Bounty Hunter,PS2,Action-Adventure,TRUE,2002,2002,30,70,TRUE,Star Wars: Bounty Hunter,Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0,0.14,1.09,65,32,8.3,33,LucasArts,T,
130,Star Wars: The Force Unleashed,PS3,Hack&Clash,TRUE,2008,2016,15,75,FALSE,Star Wars: The Force Unleashed,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.85,0,0.35,2.21,71,47,6.6,233,LucasArts,T,
131,Star Wars: The Force Unleashed II,PS3,Hack&Clash,TRUE,2008,2016,15,75,FALSE,Star Wars: The Force Unleashed II,Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,0.8,0.49,0,0.21,1.5,63,41,6.8,121,LucasArts,T,
132,LEGO Star Wars: The Complete Saga,PS3,Hack&Clash,TRUE,2007,2016,10,75,FALSE,LEGO Star Wars: The Complete Saga,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.9,0,0.36,2.29,80,18,6.7,87,Traveller's Tales,E10+,
135,Little Big Adventure,PC,Action-Adventure,TRUE,1994,1999,20,85,TRUE,Little Big Adventure,Little Big Adventure,PC,1994,Action-Adventure|Platformer,Adeline Software,,,,,0.7,85,,8.7,,,,
135,Little Big Adventure,PC,Platformer,TRUE,1994,1999,20,85,TRUE,Little Big Adventure,Little Big Adventure,PC,1994,Action-Adventure|Platformer,Adeline Software,,,,,0.7,85,,8.7,,,,
136,Little Big Adventure 2,PC,Action-Adventure,TRUE,1997,2000,50,97,TRUE,Little Big Adventure 2,Little Big Adventure 2,PC,1997,Action-Adventure|Platformer,Adeline Software,,,,,0.5,85,,8.8,,,,
136,Little Big Adventure 2,PC,Platformer,TRUE,1997,2000,50,97,TRUE,Little Big Adventure 2,Little Big Adventure 2,PC,1997,Action-Adventure|Platformer,Adeline Software,,,,,0.5,85,,8.8,,,,
137,Tomb Raider,PS1,Action,TRUE,1997,1997,15,85,TRUE,Tomb Raider,Tomb Raider,PS1,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91,13,8.6,147,Core Design Ltd.,T,
137,Tomb Raider,PS1,Platformer,TRUE,1997,1997,15,85,TRUE,Tomb Raider,Tomb Raider,PS1,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91,13,8.6,147,Core Design Ltd.,T,
138,Tomb Raider II,PC,Action,TRUE,1997,1998,10,86,TRUE,Tomb Raider II,Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,1.25,0,0.13,2.29,,,8.3,37,Core Design Ltd.,,
138,Tomb Raider II,PC,Platformer,TRUE,1997,1998,10,86,TRUE,Tomb Raider II,Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,1.25,0,0.13,2.29,,,8.3,37,Core Design Ltd.,,
139,Tomb Raider III: Adventures of Lara Croft,PC,Action,TRUE,1998,1998,10,86,TRUE,Tomb Raider III: Adventures of Lara Croft,Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,0.59,0.03,0,0,0.62,,,8.2,29,Core Design Ltd.,T,
139,Tomb Raider III: Adventures of Lara Croft,PC,Platformer,TRUE,1998,1998,10,86,TRUE,Tomb Raider III: Adventures of Lara Croft,Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,0.59,0.03,0,0,0.62,,,8.2,29,Core Design Ltd.,T,
140,Tomb Raider (2013),PS3,Action,TRUE,2013,2013,30,92,TRUE,Tomb Raider (2013),Tomb Raider (2013),PS3,2013,Action,Square Enix,0.6,1.26,0.08,0.48,2.42,87,,8.3,,,,
140,Tomb Raider (2013),PS3,Platformer,TRUE,2013,2013,30,92,TRUE,Tomb Raider (2013),Tomb Raider (2013),PS3,2013,Action,Square Enix,0.6,1.26,0.08,0.48,2.42,87,,8.3,,,,
141,Rise of the Tomb Raider,PS4,Action,FALSE,2015,2015,10,75,TRUE,Rise of the Tomb Raider,Rise of the Tomb Raider,PS4,2016,Adventure,Square Enix,0.23,0.53,0.04,0.14,0.94,88,,8.1,,,,
141,Rise of the Tomb Raider,PS4,Platformer,FALSE,2015,2015,10,75,TRUE,Rise of the Tomb Raider,Rise of the Tomb Raider,PS4,2016,Adventure,Square Enix,0.23,0.53,0.04,0.14,0.94,88,,8.1,,,,
142,Crash Bandicoot,PS1,Action,FALSE,1996,1996,10,79,TRUE,Crash Bandicoot,Crash Bandicoot,PS1,1996,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,,,,,,,
142,Crash Bandicoot,PS1,Platformer,FALSE,1996,1996,10,79,TRUE,Crash Bandicoot,Crash Bandicoot,PS1,1996,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,,,,,,,
143,Crash Nitro Kart,PS2,Racing,FALSE,2003,2003,15,72,TRUE,Crash Nitro Kart,Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,1.95,69,24,7.7,59,Vicarious Visions,E,
144,Metal Gear Solid,PS1,Action,FALSE,1998,2016,5,80,FALSE,Metal Gear Solid,Metal Gear Solid,PS1,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94,20,9.4,918,KCEJ,M,
144,Metal Gear Solid,PS1,Infiltration,FALSE,1998,2016,5,80,FALSE,Metal Gear Solid,Metal Gear Solid,PS1,1998,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94,20,9.4,918,KCEJ,M,
146,WipeOut 2097,PS1,Racing,FALSE,1996,1996,15,82,TRUE,WipeOut 2097,WipeOut 2097,PS1,1996,Racing,"	Psygnosis",,,,,0.4,93,,8.6,,,,
149,Fighting Force,PS1,Beat'em All,TRUE,1997,1997,20,79,TRUE,Fighting Force,Fighting Force,PS1,1997,Fighting,Eidos Interactive,0.73,0.5,0,0.09,1.32,,,,,,,
150,Tekken,PS1,Versus Fighting,FALSE,1995,1997,20,79,TRUE,Tekken,Tekken,PS1,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,,,,,,,
151,Resident Evil 2,PS1,Survival horror,FALSE,1998,1998,10,80,TRUE,Resident Evil 2,Resident Evil 2,PS1,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,89,13,9.2,364,Capcom,M,
152,Sonic the Hedgehog,Megadrive,Platformer,TRUE,1991,1996,40,85,TRUE,Sonic the Hedgehog,Sonic the Hedgehog,Megadrive,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,85,,,,,,
153,Sonic the Hedgehog 2,Megadrive,Platformer,TRUE,1992,1996,50,88,TRUE,Sonic the Hedgehog 2,Sonic the Hedgehog 2,Megadrive,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,87,,,,,,
154,Sonic the Hedgehog 3,Megadrive,Platformer,TRUE,1994,1996,40,88,TRUE,Sonic the Hedgehog 3,Sonic the Hedgehog 3,Megadrive,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,86,,,,,,
155,Sonic & Knuckles,Megadrive,Platformer,TRUE,1994,1996,20,80,TRUE,Sonic & Knuckles,Sonic & Knuckles,Megadrive,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82,85,,,,,,
158,Streets of Rage 3,Megadrive,Beat'em All,TRUE,1992,1996,15,70,FALSE,Streets of Rage 3,Streets of Rage 3,Megadrive,1993,Action,Sega,0,0,0.07,0,0.07,,,,,,,
166,Disney's The Lion King,Megadrive,Action-Adventure,FALSE,1994,1994,15,80,TRUE,Disney's The Lion King,Disney's The Lion King,Megadrive,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41,,,,,,,
166,Disney's The Lion King,Megadrive,Platformer,FALSE,1994,1994,15,80,TRUE,Disney's The Lion King,Disney's The Lion King,Megadrive,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41,,,,,,,
170,Tales of Symphonia,GameCube,JRPG,TRUE,2003,2008,30,85,FALSE,Tales of Symphonia,Tales of Symphonia,GameCube,"Jul 13, 2004",,,,,,,,86,,,,,,"In a dying village on Sylvarant, legend has it that a Chosen One will one day appear from among the people, and the land will be reborn. Now, you must enter a cel-shaded world in which you command real-time battles. Execute and combine hundreds of special attacks, magic spells, and combos. Each character grows to suit your fighting style, and the storyline changes based on the characters' relationships. The line between good and evil blurs in this immersive adventure where the fate of two interlocked worlds hangs in the balance."
174,The Lost World: Jurassic Park,PS1,Action-Adventure,FALSE,1995,1996,5,62,TRUE,The Lost World: Jurassic Park,The Lost World: Jurassic Park,PS1,1997,Action,Electronic Arts,0.57,0.39,0,0.07,1.02,,,,,,,
174,The Lost World: Jurassic Park,PS1,Platformer,FALSE,1995,1996,5,62,TRUE,The Lost World: Jurassic Park,The Lost World: Jurassic Park,PS1,1997,Action,Electronic Arts,0.57,0.39,0,0.07,1.02,,,,,,,
178,Mortal Kombat,Megadrive,Versus Fighting,FALSE,1992,1994,10,67,TRUE,Mortal Kombat,Mortal Kombat,Megadrive,1992,Fighting,Arena Entertainment,1.95,0.63,0,0.09,2.67,,,,,,,
179,SSX,PS2,Sport,FALSE,2000,2001,10,88,TRUE,SSX,SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,93,35,8.3,33,EA Sports Big,E,
180,SSX Tricky,PS2,Sport,TRUE,2001,2002,30,92,TRUE,SSX Tricky,SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0,0.22,1.73,92,33,8.9,71,EA Canada,E,
181,SSX 3,PS2,Sport,TRUE,2003,2003,50,96,TRUE,SSX 3,SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0,0.22,1.67,93,41,9.1,125,EA Canada,E,
182,SSX On Tour,PS2,Sport,TRUE,2005,2005,50,95,TRUE,SSX On Tour,SSX On Tour,PS2,2005,Sports,Electronic Arts,0.25,0.2,0,0.07,0.52,80,41,7.9,26,EA Canada,E,
183,The Lord of the Rings: The Two Towers,PS2,Action-Adventure,TRUE,2002,2002,30,90,TRUE,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82,32,8.2,78,Stormfront Studios,T,
183,The Lord of the Rings: The Two Towers,PS2,Beat'em All,TRUE,2002,2002,30,90,TRUE,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82,32,8.2,78,Stormfront Studios,T,
184,The Lord of the Rings: The Return of the King,PS2,Action-Adventure,TRUE,2003,2003,35,90,TRUE,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85,31,8.7,105,EA Games,T,
184,The Lord of the Rings: The Return of the King,PS2,Beat'em All,TRUE,2003,2003,35,90,TRUE,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85,31,8.7,105,EA Games,T,
185,The Lord of the Rings: The Battle for Middle-earth,PC,STR,FALSE,2003,2003,35,85,TRUE,The Lord of the Rings: The Battle for Middle-Earth,The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0,0.01,0.07,82,42,8.6,199,EA LA,T,
186,God of War,PS2,Beat'em All,TRUE,2005,2020,10,86,FALSE,God of War,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94,75,8.9,997,SCE Santa Monica,M,
186,God of War,PS2,Action-Adventure,TRUE,2005,2020,10,86,FALSE,God of War,God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94,75,8.9,997,SCE Santa Monica,M,
188,FIFA: Road to World Cup 98,PS1,Sport,FALSE,1998,1998,15,85,TRUE,FIFA: Road to World Cup 98,FIFA: Road to World Cup 98,PS1,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73,,,,,,,
190,FIFA 15,PS3,Sport,FALSE,2014,2015,20,80,TRUE,FIFA 15,FIFA 15,PS3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,,,4.5,109,EA Sports,E,
