game_title,game_platform,game_release_date,metascore,user _score,game_summary
Returnal,PlayStation 5,2021-04-30,86,7.3,"Returnal transforms roguelike gameplay into a third-person shooter where players fight to survive a hostile planet that changes with every death. Players can switch instinctively between firing modes by using a single adaptive trigger and can get right back into the action after dying. PS5’s immersive 3D audio brings the alien world to life around the player, helping players navigate the intense positional combat."
Chivalry 2,PlayStation 5,2021-04-23,85,6.2,"Chivalry 2 is a multiplayer first person slasher inspired by epic medieval movie battles. Players are thrust into the action of every iconic moment of the era - from the thunder of cavalry charges, to storms of flaming arrows, sprawling castle sieges and more. Catapults tear the earth apart as players lay siege to castles, set fire to villages and slaughter filthy peasants in the return of grand Team Objective maps. Ride to war on horseback and claim glory by your blade. Are ye a heroic warrior, or a blood-soaked murderer? Keep fighting and gurgling out battlecries even when wounded, bleeding out and missing limbs.  Enhanced player expression brings thousands of hilarious new voice-lines and deep character customization. A revamped, faster and more fluid combat system offers an expanded range of creative choices, allowing players to perfect their playstyle. Immersive sound and effects ensure every blow lands with the sickening thud of steel sinking into bone."
Return to Monkey Island,PlayStation 5,2022-11-08,85,7.7,"It's been many years since Guybrush Threepwood was last locked in a battle of wits with his nemesis, the zombie pirate LeChuck. His true love, Elaine Marley, has turned her focus away from governing and Guybrush himself is adrift and unfulfilled, having never found the Secret of Monkey Island. Hip, young pirate leaders led by Captain Madison have shuffled the old guard from power, Melee Island has taken a turn for the worse, and famed businessman Stan has been imprisoned for 'marketing-related crimes'.

Banter with old friends and new faces on familiar islands now under dangerous new leadership. Then, take to the high seas and explore the new and unknown as you work your way out of tough predicaments. Clever puzzles, bizarre situations, and devastating ripostes are all that stand between Guybrush and glory."
Crusader Kings III,PlayStation 5,2022-03-29,85,6.5,Paradox Development Studio brings you the sequel to one of the most popular strategy games ever made. Crusader Kings III is the heir to a long legacy of historical grand strategy experiences and arrives with a host of new ways to ensure the success of your royal house.
Star Wars Jedi: Survivor,PlayStation 5,2023-04-28,85,6.0,"Star Wars Jedi: Survivor picks up five years after the events of Star Wars Jedi: Fallen Order. Cal must stay one step ahead of the Empire's constant pursuit as he continues to feel the weight of being one of the last remaining Jedi in the galaxy. Developed by the veteran team at Respawn Entertainment, Jedi: Survivor will expand upon iconic Star Wars stories, worlds, and characters, and thrilling combat first experienced in Jedi: Fallen Order."
Humanity,PlayStation 5,2023-05-16,85,7.5,"A unique blend of puzzle-solving and action-platforming, HUMANITY puts the fate of all mankind in your hands. Er, paws. Did we mention you’re a dog? You are a Shiba Inu charged with commanding massive, marching crowds to jump, turn, push, float, shoot, and climb their way to salvation. Guide the masses through 90-plus stages filled with obstacles, enemies, puzzles, unlockable skills, and wild boss fights in the narrative campaign, or browse a wide array of user-made levels (or build your own!) crafted via the super easy-to-use in-game Stage Creator."
Marvel's Spider-Man: Miles Morales,PlayStation 5,2020-11-12,85,7.7,"The latest adventure in the Spider-Man universe builds on and expand Marvel’s Spider-Man through an all-new story. Players experience the rise of Miles Morales as he masters new powers to become his own Spider-Man. With PS5’s SSD, players can near-instantaneously fast-travel across Marvel’s New York City, or feel the tension of each one of Miles’s web-swings, punches, web shots, and venom blasts with the DualSense wireless controller’s haptic feedback. Highly-detailed character models and enhanced visuals across the game intensify the story of Miles Morales as he faces great, new challenges while learning to be his own Spider-Man."
Control: Ultimate Edition,PlayStation 5,2021-02-02,85,8.0,"After a secretive agency in New York is invaded by an otherworldly threat, you become the new Director struggling to regain Control. This supernatural third-person action-adventure game will challenge you to master a combination of supernatural abilities, modifiable loadouts and reactive environments, while fighting through a deep and unpredictable world.

Become the new Director struggling to regain Control.
You are Jesse Faden, a young woman with a troubled past. You become the new Director of the Bureau of Control Our frontline in researching and fighting against supernatural enemies like the Hiss threatening our very existence.

You'll uncover the secret activities of the Bureau agents and explore the strange and shifting halls of the Bureau's headquarters, The Oldest House. Unlock new abilities with Objects of Power and upgrade your Service Weapon to take on bigger and more powerful enemies. Venture into lost sectors in the challenging Expeditions mode. Solve puzzles and complete quests to discover the secret of Jesse's past and the true purpose of the Bureau of Control. Above all, you must defeat the relentless Hiss.

Control is Jesse Fadens's story. The main plot focuses on her personal search for answers as she grows into the role of the Director. The world of Control has its own story, as do the allies Jesse meets along the way. Side-quests and Secrets are everywhere. Jesse works with other Bureau agents, decodes cryptic ciphers and discovers strange Bureau experiments.

World Within a Location
Explore diverse environments and shifting architecture in a deep unpredictable world, set within a sprawling New York building.
 
Flexible and Supernatural Combat System
Define your playstyle by integrating supernatural abilities, upgrades, and modifiable loadouts. 

Reactive Environments6
Harness dynamic environmental destruction for exciting combat possibilities and master complex rituals to alter your surroundings.
 
Reality Meets the Unexplainable
Dive into a dark and brutalist-inspired world where daily reality has been corrupted by an otherworldly force."
Warframe,PlayStation 5,2020-11-26,85,6.4,"Set in the far reaches of outer space during a new Dark Age, WARFRAME introduces the Tenno, a race on the brink of extinction after being enslaved by the Grineer for centuries. Players enter WARFRAME on the cusp of the Grineer's victory over the Tenno until they begin to arm themselves with WARFRAMES - an ancient exo-skeletal technology only they can operate. Hidden within the Orokin Derelicts of a lost civilization, new WARFRAMES lie dormant and undiscovered.  These artifacts are the Tenno's only hope for survival."
Deep Rock Galactic,PlayStation 5,2022-01-04,85,7.6,"Deep Rock Galactic is a 1-4 player co-op FPS featuring badass space Dwarves, 100% destructible environments, procedurally-generated caves, and endless hordes of alien monsters.

Work together as a team to dig, explore, and fight your way through a massive cave system filled with hordes of deadly enemies and valuable resources. You will need to rely on your teammates if you want to survive the most hostile cave systems in the galaxy!"
Labyrinth of Galleria: The Moon Society,PlayStation 5,2023-02-14,85,7.5,"From the creators of Labyrinth of Refrain: Coven of Dusk comes a new tale in the dungeon-exploring adventure filled with charm and mystery!

Aided by the master witch Madame Marta, her assistant Eureka, and an army of soul-infused puppets, you are tasked with delving into the depths of a mysterious underground labyrinth teeming with enchanted monsters to unearth the treasures and secrets within."
The Forgotten City,PlayStation 5,2021-07-28,85,7.5,"The Forgotten City is a mature narrative-driven game, and a re-imagining of the critically acclaimed mod that won a national Writers’ Guild award and racked up over 3 million downloads. Trapped in a secret underground city during the Roman Empire, twenty-three lost souls cling to life. In this precarious utopia, if one person breaks the mysterious Golden Rule, everyone dies. As a time-traveler drawn two thousand years into the past, you’ll relive their final moments in an endless loop, exploring and interrogating, and changing the course of the day with each secret you uncover. Only by cleverly exploiting the time loop and making difficult moral choices can you hope to solve this epic mystery. Here, your decisions matter. The fate of the city is in your hands."
Valkyrie Profile: Lenneth,PlayStation 5,2022-12-22,85,7.7,"The Gods are at War.
You must gather the souls of fallen warriors and train them to fight at Odin's side. From the creators of STAR OCEAN The Second Story, Valkyrie Profile sets new standards for role playing games on the PlayStation game console.
- Epic storyline set in the world of Norse mythology
- Multiple endings and 50+ hours of gameplay.
- Intricate character development.
- Innovative combo-driven combat system.
- Stunning hand-painted backdrops and animated visuals.
- Spectacular special effects."
Death Stranding: Director's Cut,PlayStation 5,2021-09-24,85,7.3,"From legendary game creator Hideo Kojima comes a genre-defying experience, now expanded and remastered for the PlayStation 5 console in this definitive Director’s Cut. In the future, a mysterious event known as the Death Stranding has opened a doorway between the living and the dead, leading to grotesque creatures from the afterlife roaming the fallen world marred by a desolate society. Take on the trials of Sam Bridges with advanced combat, more character actions and a competitive ranking system for special player challenges.* Make use of additional weapons and vehicles, take on new enemy types and explore new locations such as the Firing Range and Racetrack, featuring extra missions and minigames. Experience an extended storyline through new missions in an expanded area."
Assassin's Creed Valhalla,PlayStation 5,2020-11-12,84,7.7,"Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting – or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft]"
Hitman 3,PlayStation 5,2021-01-20,84,8.1,"Death Awaits 

HITMAN 3 is the dramatic conclusion to the World of Assassination trilogy and takes players around the world on a globetrotting adventure to sprawling sandbox locations. Agent 47 returns as a ruthless professional for the most important contracts of his entire career.

Supported by his Agency handler, Diana Burnwood, 47 joins forces with his long-lost friend Lucas Grey. Their ultimate mission is to eliminate the partners of Providence, but they are forced to adapt as their hunt intensifies. When the dust settles, 47 and the world he inhabits will never be the same again. 

Top of the World
Every mission location in HITMAN 3 is meticulously detailed and packed full of creative opportunities. Players will have unrivalled freedom to complete their objectives and the game world will react to everything they do. 

A Platform of Assassination
The World of Assassination trilogy is fully realised with HITMAN 3 as the ultimate place to play all three games. Players of previous HITMAN games will be pleased to know that it will be possible to 'import' locations that they own from the previous two HITMAN games into HITMAN 3, essentially putting all 20+ locations from the entire trilogy in one place.

Playing the entire trilogy from beginning to end, from within HITMAN 3, also means that the progression systems in HITMAN 3 work across all locations. You can unlock an item in Dubai and take it with you to Paris, for example. HITMAN 2 players will have the option to carry over their hard-earned unlocks and progression into HITMAN 3."
OlliOlli World,PlayStation 5,2022-02-08,84,7.4,"OlliOlli World is a bold new skateboarding action-platformer that’s bursting with personality. Flip and flow through the vivid and vibrant world of Radlandia, meeting colorful characters as you grind, trick, and air your way to discover the mystical skate gods on your quest for Gnarvana. Traverse a delightful and weird world as you take on missions, challenges, and make new friends along the way. Customize your character’s looks, tricks, and style while you experience explorable levels with multiple paths that provide an array of opportunities for player expression. Challenge the world in Leagues or dare a friend to beat your best tricks on one of millions of sharable levels. Experience the accessibility, depth, and player freedom as you dive into the signature flow state gameplay of OlliOlli World.

OlliOlli World marks the third entry in the critically-acclaimed OlliOlli series from Roll7, the BAFTA and multi-award-winning independent studio.

 

Key Features:

• Welcome to Radlandia!: Take a trip across a lush skateboarding utopia that is filled to the brim with eccentric characters and vibrant locations that are begging to be explored. Find your grind in Inflatable Alley or blaze down Los Vulgas to discover new paths, fresh side quests, rad rewards, and epic trick opportunities. All perfectly complemented by a hand-picked compilation of IDM and Electronica tracks. 

• Play at your level: Super tight controls combine with highly refined gameplay to ensure a silky smooth ride. Not a Pro? Don’t worry – OlliOlli World welcomes you with open arms, allowing new players to tear down streets and pull off sick method grabs without fear of faceplanting the curb. Think you’ve got what it takes? Achieve mastery through millions of unique levels in sandbox mode or compete against rivals around the globe in leagues with a hugely deep combo system with over 100 moves to master and combine in your battle for the highest score.

• Freedom of expression: Cruise through Radlandia's epic skate-haven and prove your skills to unlock special rewards that let you customize your character’s looks, tricks and style. Want to skate in your flip flops… go for it. Want to wear a bumble bee onesie …ok then… no judgement. In OlliOlli World as long as you’re on board anything goes!"
F1 2021,PlayStation 5,2021-07-13,84,6.1,"Every story has a beginning in F1 2021, the official videogame of the 2021 FIA Formula One world Championship. Enjoy the stunning new features of F1 2021, including the thrilling story experience 'braking point', two-player career, and get even closer to the grid with 'real-season start'. Take your team to the top in the acclaimed ten-year 'My team' Career mode, or race head-to-head in split-screen and multiplayer. Immerse yourself in the greatest racing spectacle on the planet and race with the authentic lineup of twenty heroic drivers and ten iconic teams from the 2021 Season: 'braking point' - the thrilling new story experience, new ways to play: two-player career and 'real-season start', acclaimed 'My team', split-screen and multiplayer"
Unpacking,PlayStation 5,2022-05-10,84,7.4,"Unpacking is a zen game about the familiar experience of pulling possessions out of boxes and fitting them into a new home. 

Part block-fitting puzzle, part home decoration, you are invited to create a satisfying living space while learning clues about the life you're unpacking. Over the course of eight house moves, you are given a chance to experience a sense of intimacy with a character you never see and a story you're never told."
Overcooked! All You Can Eat,PlayStation 5,2020-11-12,84,7.0,"Overcooked! All You Can Eat sees Overcooked! and Overcooked! 2 blended together with all additional content and remastered up to 4K in a delicious definitive edition. Making use of the power of the PS5, Overcooked! AYCE offers stunning 4K visuals, cross-platform multiplayer, and rapid loading times — meaning more time for culinary carnage!"
OlliOlli World: Finding the Flowzone,PlayStation 5,2022-11-02,84,8.0,"Get ready to embark on the raddest quest in OlliOlli World’s final ascending adventure: Finding the Flowzone. Join the fearless Radmospheric Three – Squid, Licht, and Professor Planks – unified to prevent B.B. Hopper, the business frog, from exploiting the rumored hidden city in the sky. As you traverse these incredible heights, collect map pieces to unlock the path to the legendary lost island built by the skate gods themselves. Courtesy of the tempest skate god, Gail Force, ride the new Windzones to perform the gnarliest aerial tricks. Windzones provide a variety of challenges and will allow you to catch some serious air. Be prepared to face massive gusts of winds propelling you upwards or pushing you off course in a multitude of directions throughout each level. Employ the winds for vertigo inducing elevations and perform sick aerial tricks as you sail through the skies in this latest expansion."
Hogwarts Legacy,PlayStation 5,2023-02-07,84,8.6,"LIVE THE UNWRITTEN - Hogwarts Legacy is an immersive, open-world action RPG set in the world first introduced in the Harry Potter books. Now you can take control of the action and be at the center of your own adventure in the wizarding world. Embark on a journey through familiar and new locations as you explore and discover fantastic beasts, customize your character and craft potions, master spell casting, upgrade talents, and become the wizard you want to be.

Experience Hogwarts in the 1800s. Your character is a student who holds the key to an ancient secret that threatens to tear the wizarding world apart. You have received a late acceptance to the Hogwarts School of Witchcraft and Wizardry and soon discover that you are no ordinary student: you possess an unusual ability to perceive and master Ancient Magic. Only you can decide if you will protect this secret for the good of all, or yield to the temptation of more sinister magic.

Discover the feeling of living at Hogwarts as you make allies, battle Dark wizards, and ultimately decide the fate of the wizarding world. Your legacy is what you make of it."
Resident Evil Village,PlayStation 5,2021-05-07,84,7.7,"The next generation of survival horror rises in the form of Resident Evil Village, the eighth major entry in the Resident Evil series. With ultra-realistic graphics powered by the RE Engine, fight for survival as danger lurks around every corner. Years after the tragic events of Resident Evil 7 biohazard, Ethan Winters has started over with his wife Mia, finally living in peace and putting the past behind them. However, Chris Redfield, the legendary hero from previous Resident Evil games, suddenly disrupts their life, throwing a devastated Ethan into a new and twisted nightmare in search of answers."
Ghost of Tsushima: Iki Island,PlayStation 5,2021-08-20,84,7.9,"If you’re a history buff, you may know that in addition to Tsushima, the neighboring island of Iki was also invaded during this time period. This island serves as the setting for a whole new chapter in Jin’s journey. In this new story, Jin travels to the island to investigate rumors of a Mongol presence. But soon, he finds himself caught up in events with deeply personal stakes that will force him to relive some traumatic moments from his past. [Sony]"
The Pedestrian,PlayStation 5,2021-01-29,83,7.4,The Pedestrian is a 2.5D puzzle platformer themed around the public sign system. You play as a 2D character moving through signs in a dynamic 3D world. You progress through the game by rearranging and connecting public signs to explore and advance through each environment.
Astro's Playroom,PlayStation 5,2020-11-12,83,9.0,"Astro and his crew lead you on a magical introduction through PS5 in this fun platformer that comes pre-loaded on PS5. Explore four worlds, each based on PS5’s console components. Each area showcases innovative gameplay that taps into the new features of the PS5’s DualSense wireless controller."
Metro Exodus: Complete Edition,PlayStation 5,2021-06-18,83,8.3,"The year is 2036.

A quarter-century after nuclear war devastated the earth, a few thousand survivors still cling to existence beneath the ruins of Moscow, in the tunnels of the Metro.

They have struggled against the poisoned elements, fought mutated beasts and paranormal horrors, and suffered the flames of civil war.
But now, as Artyom, you must flee the Metro and lead a band of Spartan Rangers on an incredible, continent-spanning journey across post-apocalyptic Russia in search of a new life in the East.

Metro Exodus is an epic, story-driven first person shooter from 4A Games that blends deadly combat and stealth with exploration and survival horror in one of the most immersive game worlds ever created.

Explore the Russian wilderness across vast, non-linear levels and follow a thrilling story-line that spans an entire year through spring, summer and autumn to the depths of nuclear winter.

Inspired by the novels of Dmitry Glukhovsky, Metro Exodus continues Artyom's story in the greatest Metro adventure yet.

Features:

* Embark on an incredible journey - board the Aurora, a heavily modified steam locomotive, and join a handful of survivors as they search for a new life in the East

* Experience Sandbox Survival - a gripping story links together classic Metro gameplay with new huge, non-linear levels

* A beautiful, hostile world - discover the post-apocalyptic Russian wilderness, brought to life with stunning day / night cycles and dynamic weather

* Deadly combat and stealth scavenge and craft in the field to customize your arsenal of hand-made weaponry, and engage human and mutant foes in thrilling tactical combat

* Your choices determine your comrades' fate - not all your companions will survive the journey; your decisions have consequence in a gripping storyline that offers massive re-playability

* The ultimate in atmosphere and immersion - a flickering candle in the darkness; a ragged gasp as your gasmask frosts over; the howl of a mutant on the night wind - Metro will immerse and terrify you like no other game"
OlliOlli World: VOID Riders,PlayStation 5,2022-06-15,83,6.3,"With its DLC expansion, Void Riders, the side-scrolling skateboarding platformer is taking things a step further with a cosmic theme and the addition of a whole bunch of aliens."
I Was a Teenage Exocolonist,PlayStation 5,2022-08-25,83,5.5,"Spend your teenage years on an alien planet in this narrative RPG with card-based battles. Explore, grow up, and fall in love. The choices you make and skills you master over ten years will determine the course of your life and the survival of your colony."
Judgment,PlayStation 5,2021-04-23,83,7.6,"From the makers of the acclaimed Yakuza series, Ryu Ga Gotoku Studio, Judgment is the dramatic tale of a disgraced lawyer seeking redemption in a world rife with corruption and despair. Investigate the seedy Red Light District of Kamurocho by stepping into the mind of private detective Takayuki Yagami and utilize innovative investigation systems to uncover the secrets that lie deep within Kamurocho's corrupt underbelly. Experience visceral combat with two unique combat styles. Take down groups of thugs with sweeping blows in Crane Style, then switch to Tiger to overwhelm a single foe with a series of powerful strikes. Practice mixing-and-matching styles in combat in conjunction with a wide variety of skills, weapons, and powerful (and hilarious) EX Actions to unlock a whole new dimension in combat."
Nioh 2 Remastered: The Complete Edition,PlayStation 5,2021-02-05,83,8.1,"Nioh 2 – The Complete Edition (available on PlayStation 4)
    Nioh 2 Remastered – The Complete Edition (available on PlayStation 5)
    Nioh Remastered – The Complete Edition (available on PlayStation 5)
    The Nioh Collection (available on PlayStation 5)"
Live A Live,PlayStation 5,2023-04-27,83,6.6,"The legend is alive!

LIVE A LIVE, originally only released for the Super Famicom in Japan, is being revived on Nintendo Switch! Experience this legendary RPG for the first time in the west, brought alive in the same HD-2D visual style as OCTOPATH TRAVELER and TRIANGLE STRATEGY.

Meet seven heroes, each with their own unique abilities and lives to live across different time periods. Experience their stories in any order you choose, uncovering shocking developments along the way:

* Prehistory: A tribesman comes of age in a world without words.
* The Wild West: A wanderer with a bounty on his head fights for his life. 
* Imperial China: A kung fu master searches for a worthy successor. 
* Twilight of Edo Japan: A shinobi undertakes an important secret mission. 
* Present Day: A martial artist strives to become the strongest there ever was. 
* The Near Future: A youth with psychic powers takes a stand against evil. 
* The Distant Future: A newly built robot is swept up in a tragedy in space. 

Featuring remastered music from original composer Yoko Shimomura and produced by Takashi Tokita (the director of the Super Famicom version), this remake retains everything that players loved about the original game while also being accessible to newcomers."
Anno 1800 Console Edition,PlayStation 5,2023-03-16,83,7.0,"Welcome to the 19th century, a time of industrialization, diplomacy, and discovery.

Rich with technological innovations, conspiracies, and changing allegiances, this era presents the perfect setting for classic Anno gameplay. Anno 1800 provides players ample opportunity to prove their skills as a ruler as they create huge metropolises, plan efficient logistic networks, settle an exotic new continent, send out expeditions around the globe, and dominate their opponents by diplomacy, trade, or warfare."
Stray,PlayStation 5,2022-07-19,83,8.4,"Lost, alone and separated from family, a stray cat must untangle an ancient mystery to escape a long-forgotten cybercity and find the way home. Stray is a third-person cat adventure game set amidst the detailed neon-lit alleys of a decaying cybercity and the murky environments of its seedy underbelly.  See the world through the eyes of a stray and interact with the environment in playful ways. Stray is developed by BlueTwelve Studio, a small team from south of France mostly made of cats and a handful of humans."
Mount & Blade II: Bannerlord,PlayStation 5,2022-10-25,83,8.3,"The horns sound, the ravens gather. An empire is torn by civil war. Beyond its borders, new kingdoms rise. Gird on your sword, don your armour, summon your followers and ride forth to win glory on the battlefields of Calradia. Establish your hegemony and create a new world out of the ashes of the old.

Mount & Blade II: Bannerlord is the eagerly awaited sequel to the acclaimed medieval combat simulator and role-playing game Mount & Blade: Warband. Set 200 years before, it expands both the detailed fighting system and the world of Calradia. Bombard mountain fastnesses with siege engines, establish secret criminal empires in the back alleys of cities, or charge into the thick of chaotic battles in your quest for power."
Let's Build a Zoo,PlayStation 5,2022-09-29,83,tbd,"It's time to build a zoo! Let out your wild side, and create your own animal empire with this cute, expansive management sim. Import and breed rare creatures, hire the right staff, keep your visitors happy, and deal with plenty of weird and wonderful events. Then try your hand at DNA Splicing, and stitch together over 300,000 different types of animal, ranging from the majestic Giraffephant to the peaceful PandOwl!

Let's Build a Zoo lets you import a variety of animals from other Zoos around the world! Breed your animals and start families to expand your wildlife and fill your enclosures. But if that doesn't suit you... you could just create animals instead! With DNA splicing at your finger tips, you have the power to bind together over 300,000 different types of animal, creating monstrosities and oddities as you go! Ever wondered what a ChicKaka would look like? Now you can find out!"
Citizen Sleeper,PlayStation 5,2023-03-31,83,tbd,"From the developer of In Other Waters, and featuring the stunning character art of Guillaume Singelin, Citizen Sleeper is a narrative RPG set on Erlin's Eye, a ruined space station that is home to thousands of people trying to survive on the edges of an interstellar capitalist society.

You are a sleeper, a digitised human consciousness in an artificial body, owned by a corporation that wants you back. Thrust amongst the unfamiliar and colourful inhabitants of the Eye, you need to build friendships, earn your keep, and navigate the factions of this strange metropolis, if you hope to survive to see the next cycle.

Inspired by the flexibility and freedom of TTRPGs, explore the station, choose your friends, escape your past and change your future."
A Space For The Unbound,PlayStation 5,2023-01-19,83,6.9,"A Space For The Unbound is a slice-of-life adventure game with beautiful pixel art set in the late 90s rural Indonesia that tells a story about overcoming anxiety, depression, and the relationship between a boy and a girl with supernatural powers.

Follow two high school sweethearts, Atma and Raya, on a journey of self-discovery at the end of their high school years. When a mysteriously supernatural power is suddenly unleashed threatening their existence, they must explore and investigate their town to uncover hidden secrets, face the end of the world, and perhaps learn more about each other."
Quake II - Enhanced Edition,PlayStation 5,2023-08-10,83,8.3,"As humanity’s last hope, it’s up to you to stop the wicked Strogg’s warpath before it twists mankind into mechanical horrors. The odds are stacked against you on a hostile alien planet teeming with enemy forces, but so long as you have ammo and a pulse, it’s not over! Battle hordes of cybernetic creatures in blistering FPS combat, strafing through Quake II’s campaign with an iconic arsenal of bullets, rockets and shells. Enjoy Quake II’s legendary gameplay, preserved and complete with the original soundtrack by Sonic Mayhem, now enhanced with widescreen support, restored content previously left on the cutting room floor, visual and performance upgrades to make every muzzle flash and gib-plosion pop on-screen and even new levels. The enhanced release of Quake II comes with both expansions for the original game, Mission Pack: The Reckoning and Mission Pack: Ground Zero, adding over 30 additional single player levels and over 20 Deathmatch maps. Quake II now includes Call of the Machine, an all-new expansion created by Wolfenstein: The New Colossus developer, MachineGames. Consisting of 28 campaign levels plus a brand-new Deathmatch map, fight across time and space to find the Strogg-Maker, destroy it and change fate itself. [Bethesda]"
No Man's Sky,PlayStation 5,2020-11-12,83,8.0,"Inspired by the adventure and imagination that we love from classic science-fiction, No Man's Sky presents you with a galaxy to explore, filled with unique planets and lifeforms, and constant danger and action.

In No Man's Sky, every star is the light of a distant sun, each orbited by planets filled with life, and you can go to any of them you choose. Fly smoothly from deep space to planetary surfaces, with no loading screens, and no limits. In this infinite procedurally generated universe, you'll discover places and creatures that no other players have seen before - and perhaps never will again.

Embark on an epic voyage
At the centre of the galaxy lies a irresistible pulse which draws you on a journey towards it to learn the true nature of the cosmos. But, facing hostile creatures and fierce pirates, you'll know that death comes at a cost, and survival will be down to the choices you make over how you upgrade your ship, your weapon and suit.

Find your own destiny
Your voyage through No Man's Sky is up to you. Will you be a fighter, preying on the weak and taking their riches, or taking out pirates for their bounties? Power is yours if you upgrade your ship for speed and weaponry.
Or a trader? Find rich resources on forgotten worlds and exploit them for the highest prices. Invest in more cargo space and you'll reap huge rewards.
Or perhaps an explorer? Go beyond the known frontier and discover places and things that no one has ever seen before. Upgrade your engines to jump ever farther, and strengthen your suit for survival in toxic environments that would kill the unwary.

Share your journey
The galaxy is a living, breathing place. Trade convoys travel between stars, factions vie for territory, pirates hunt the unwary, and the police are ever watching. Every other player lives in the same galaxy, and you can choose to share your discoveries with them on a map that spans known space. Perhaps you will see the results of their actions as well as your own..."
The Last Clockwinder,PlayStation 5,2023-02-22,83,tbd,"You are on a mission to repair an ancient clocktower built into the trunk of a colossal tree. Inside, you find a pair of gloves that allow you to turn anything you do into a looping clockwork automaton.

These clones can do everything you can do, from planting to cutting to throwing items through the air.

Create an interconnected system out of your own clones. Grow plants, harvest resources, and work together to save the clocktower!"
Roguebook,PlayStation 5,2022-02-24,83,tbd,"The ancients speak of a Book written since time immemorial containing all the world's legends. After many fabulous adventures, recounted in Faeria Chronicles of Gagana, this relic was lost in a well of Faeria. Through contact with this source of magic, the Book developed a wicked free will of its own and became the Roguebook!

You are trapped in the Book of Lore of Faeria, and each page represents a new challenge. Lead your two heroes to victory in this roguelike deckbuilder developed in partnership with Richard Garfield, creator of Magic: The Gathering. Put together the best synergies between cards, relics and abilities, and take on the Roguebook."
Kombinera,PlayStation 5,2022-04-07,83,tbd,"Control multiple colored balls simultaneously in this brain-bending puzzle platformer. It's up to you to combine every ball and complete each perilous level. Can you solve them all? Can you save King Kombine from the Kave of Kaos?

Core Features:
-Progress through 300 increasingly complex puzzles.
-Encounter new hazards and abilities.
-Replay levels to achieve best times.
-Grab collectibles to unlock new levels
-Vibrant neon visual style accompanied by ambient electronic audio tracks.
-In-depth, complex, heart-tugging emotional storyline.
-Accessible controls."
Them's Fightin' Herds,PlayStation 5,2022-10-18,83,tbd,"Overview:
Them's Fightin' Herds is an indie fighting game featuring a cast of adorable animals designed by acclaimed cartoon producer Lauren Faust. Beneath the cute and cuddly surface, a mechanically-deep GGPO-powered fighter awaits!

Combat Features:

* 4-Button Fighting - A (Light), B (Medium), C (Heavy), D (Magic).
* Magic System - Emphasize your character's special abilities through a dedicated button and a unique resource.
* Enhanced Super Attack - Spend an additional bar of meter during your super for a bonus utility effect.
* Juggle Decay - An infinite-prevention system that manages combo length without imposing hard limits.
* Dynamic Music System - Rockin' character themes adapt in the heat of the battle to make every fight feel like a clash of champions.
* GGPO Netcode - Battle across the globe with little to no input delay.

Game Modes:

* Local Versus and Online Matchmaking - Play at home or fight worthy opponents on-demand.
* Tutorial and Training Modes - Learn the ropes with guided tutorials, or practice on your own with a fully-featured, data-rich training room.
* Combo and Target Challenges - Test your skills in character-specific sets of combo trials and target-smashing obstacle courses.
* Pixel Lobby - An online visual lobby system that sets players free to interact and explore in a top-down overworld with nostalgic style. Customize your avatar with cosmetic items collected through various single-player and multiplayer modes.
* Salt Mines - A unique melding of fighting game and dungeon crawl that pits Pixel Lobby players against waves of predators and each other in a contest of glory... and hats!
* Story Mode (currently in development) - An episodic adventure where players travel with each champion in their quest to recover a magical key that will save the world of Fnum from vicious predators. Chapter 1 will be available with the release of version 1.0. Subsequent chapters will be added in the months following, free of charge."
A Plague Tale: Innocence,PlayStation 5,2021-07-06,82,8.5,"Follow the grim tale of young Amicia and her little brother Hugo, in a heartrending journey through the darkest hours of history. Hunted by Inquisition soldiers and surrounded by unstoppable swarms of rats, Amicia and Hugo will come to know and trust each other. As they struggle to survive against overwhelming odds, they will fight to find purpose in this brutal, unforgiving world."
