game_title,game_platform,game_release_date,metascore,user _score,game_summary
Warframe,Switch,2018-11-20,86,8.1,"They were called Tenno. Warriors of blade and gun: masters of the Warframe armor. Those that survived the old war were left drifting among the ruins. Now they are needed once more. The Grineer, with their vast armies, are spreading throughout the solar system. A call echoes across the stars summoning the Tenno to an ancient place. They summon you. Allow the Lotus to guide you. She has rescued you from your cryostasis chamber and given you a chance to survive. The Grineer will find you; you must be prepared. The Lotus will teach you the ways of the Warframes and the secrets to unlocking their powers. Come Tenno, you must join the war."
Luigi's Mansion 3,Switch,2019-10-31,86,8.4,"Luigi embarks on a dream vacation with Mario and friends upon receiving an invitation to a luxurious hotel. However, his dream quickly becomes a nightmare when King Boo reveals everything had been a ploy to capture Mario and friends. With the assistance of Professor E. Gadd once again, the reluctant and cowardly hero Luigi traverses up and down treacherous floors of the now-ominous hotel on a quest to save them. Wield the upgraded Poltergust G-00 to slam and blow away the ghosts’ defenses, or summon Gooigi, an all-green doppelganger that can help Luigi overcome obstacles he can’t get past alone. Interchange between Luigi and Gooigi as one player, or grab a friend and control one each. For more frenetic multiplayer action, race the timer to clear various objectives on a series of floors in ScareScraper mode. ScareScraper mode can be played online* or locally with up to eight players on four Nintendo Switch systems (additional games required; sold separately)."
AI: The Somnium Files,Switch,2019-09-17,86,8.8,"One rainy night in November, a woman's body is found
at an abandoned theme park, mounted on a
merry-go-round horse. She had been stabbed
repeatedly, and her left eye was gouged out.

Kaname Date of the Metropolitan Police Department
arrives on the scene. He recognizes the woman.
Suddenly, a crash rings out through the rain...

AI: THE SOMNIUM FILES chronicles an investigation
through both dreams and reality.
A thrilling neo-noir detective adventure following
Date and his partner is about to unfold."
The Legend of Heroes: Trails to Azure,Switch,2023-03-14,86,8.6,"Sandwiched between two great powers, the city of Crossbel is the place where the Uroboros group carry out their biggest and darkest schemes. A mysterious drug is spreading its poison across the city, the mafia and the mercenary groups seem to have a role in the crimes. Add a break down to the political order to the mix, and you have complete chaos in your hands. The world becomes more real and the battles become more dangerous in Ao no Kiseki. Feel the rain patter on your skin and enemies creep up to you in the dark."
The Legend of Heroes: Trails from Zero,Switch,2022-09-27,86,8.4,"The Crossbell State, located in western Zemlya--

Once the site of fierce territorial battles, it has since developed into one of the continent's leading trade and financial centers.

However, pressure from the Erebonian Empire and the Calvard Republic is steadily increasing. While corrupt officials from both sides remain locked in political disputes, the mafia and underground criminal organizations are preparing to start a war.

In the midst of all this chaos, the Crossbell Police Department has lost the trust of its people.

Among them are Lloyd Bannings, a rookie agent,
Elie MacDowell, granddaughter of Crossbell's mayor,
Tio Plato, a young sorcereress who wields an orbal staff,
and Randy Orlando, a former security guard.

The foursome are assigned to a new department, the Special Support Section, where they are left with no choice but to join forces in the face of adversity.

This is a story about four unlikely heroes fighting to overcome the walls defining their way of life."
Metro: Last Light Redux,Switch,2020-02-28,86,7.9,"Metro: Last Light Redux is the definitive version of the critically acclaimed ‘Metro: Last Light’, rebuilt in the latest and greatest iteration of the 4A Engine for Next Gen. Newcomers will get the chance to experience one of the finest story-driven shooters of all time; an epic adventure combining gripping survival horror, exploration and tactical combat and stealth."
Metro: 2033 Redux,Switch,2020-02-28,86,8.6,"Metro 2033 Redux is the definitive version of the cult classic ‘Metro 2033’, rebuilt in the latest and greatest iteration of the 4A Engine for Next Gen. Fans of the original game will find the unique world of Metro transformed with incredible lighting, physics and dynamic weather effects. Newcomers will get the chance to experience one of the finest story-driven shooters of all time; an epic adventure combining gripping survival horror, exploration and tactical combat and stealth."
Assault Android Cactus+,Switch,2019-03-08,86,8.2,"Experience an arcade style twin stick shooter set in a vivid sci fi universe. Junior Constable Cactus is outside her pay grade when she responds to a distress call and ends up stranded on a crippled space freighter under attack by its own robot workers. With a draining battery mechanic instead of lives, Assault Android Cactus+ challenges you to think fast and shoot faster. Charge head first into an army of refitted robots, transforming stages and massive boss showdowns."
Huntdown,Switch,2020-05-12,86,8.3,"Challenge yourselves in this hard-boiled co-op arcade shooter! Run, jump, and take cover in the mayhem-filled streets of the future. Kill the henchmen, take their guns, and Huntdown the leaders! Collect the bounty, level by level, and make a healthy living by making living unhealthy."
Sumire,Switch,2021-05-27,86,7.7,"One Day, One Life. Embark on a mysterious journey to help Sumire achieve her deepest wishes, before the day ends and the sky turns to twilight. Sumire is an indie narrative adventure, featuring a one-day journey through a picturesque Japanese village. In this enchanted place, a disenchanted girl named Sumire meets a mischievous spirit who makes her a deal to fulfill her most desired wish.
But in order to see this wish come true, she must complete a series of tasks in return, before night falls and this special day reaches its end."
Mario + Rabbids Sparks of Hope,Switch,2022-10-20,86,7.4,"Team up with Mario, Luigi, Princess Peach, Rabbid Peach, Rabbid Luigi, and their friends on a galactic journey to defeat a malevolent entity and save your Spark companions. Explore planets throughout the galaxy as you uncover mysterious secrets and compelling quests! * Build your dream team with three heroes from an eclectic roster of nine. * Take down all new bosses, along with some familiar enemies throughout the galaxy. 
* Rescue the adorable Sparks throughout the galaxy, who provide distinct powers that will help you in battle. 
* Unleash your heroes' skills but be strategic as you dash your enemies, team jump on your allies, and hide behind covers."
BlazBlue: Central Fiction - Special Edition,Switch,2019-02-07,86,8.0,"BlazBlue: Central Fiction is the newest installment in the storied BlazBlue franchise and stands alone as the pinnacle of next gen 2D fighters! Like a well-timed 2D punch, BlazBlue: Central Fiction bashes massive amounts of content and innovation into one slick title that hits hard and keeps the pummeling steady! Prepare yourself for a brand new story, new characters, levels, modes, system mechanics and more! Choose from over 33 unimaginable fighters as you battle for 2D supremacy!"
Sonic Mania,Switch,2017-08-15,86,8.6,"Sonic Mania brings fans back into the 2D world of platform games with nostalgic pixel-style art and core ""classic"" gameplay by reimagining iconic Zones and Acts from Sonic The Hedgehog, Sonic The Hedgehog 2, Sonic CD and Sonic The Hedgehog 3 and Knuckles, and adding in completely new Zones with all-new Acts and boss fights into the mix. [Nintendo]"
Mini Metro,Switch,2018-08-30,86,8.2,
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,Switch,2019-06-13,85,8.0,"In the latest rhythmic action-adventure from Brace Yourself Games, you can enjoy the gameplay of Crypt of the Necrodancer in the setting of The Legend of Zelda series. As Linkor even as Princess Zeldayou'll explore the randomly generated overworld and dungeons on a quest to save Hyrule. Every beat of each remixed, The Legend of Zelda tune is a chance to move, attack, defend, and more, so stay one step ahead of each enemy and bossor face the music. From modern-looking Lynels to the Hyrulean Soldiers of old, you must master the instinctive movements of each pixel-art enemy, and strategically outstep them in rhythmic combat. So equip yourself with an arsenal of iconic Legend of Zelda items, as well as the spells and weapons from Crypt of the Necrodancer. You must be prepared to face Hyrule's most wicked bosses, which have been transformed by magic, granting them mighty, new forms!

* A rhythmic action-adventure game in the world of the Legend of Zelda series
* Explore the randomly generated overworld and dungeons to save Hyrule as Link or Princess Zelda
 Use items from the Legend of Zelda series, plus spells and weapons from the Crypt of the Necrodancer game
* Outstep legendary enemies and bosses in rhythmic combat
* Keep the beat with 25 remixed classic Legend of Zelda tunes"
Thumper,Switch,2017-05-18,85,8.0,"Thumper is rhythm violence: classic rhythm-action, blistering speed, and brutal physicality."
Kingdom Two Crowns,Switch,2018-12-11,85,7.3,"In Kingdom Two Crowns, players must work in the brand-new solo or co-op campaign mode to build their kingdom and secure it from the threat of the Greed. Experience new technology, units, enemies, mounts, and secrets in the next evolution of the award-winning micro strategy franchise."
Paranormasight: The Seven Mysteries of Honjo,Switch,2023-03-09,85,8.6,"Shogo Okiie, an ordinary office worker, visits Kinshibori Park in the dead of night with his friend, Yoko Fukunaga, to investigate a well-known local ghost story: The Seven Mysteries of Honjo. Shogo doesn't quite believe Yoko when she talks about how the Mysteries are connected to the Rite of Resurrection and doesn't pay it much mind - that is, until strange events begin to unfold before his very eyes.

Meanwhile, several others are making their own investigations into The Seven Mysteries...

Detectives investigating a series of strange deaths, a high-school girl seeking the truth behind her classmate's suicide, and a mother who has sworn revenge for her lost son.

Their desires and motives intertwine and interplay, with the Seven Mysteries of Honjo at the core, leading the story towards a battle of wits and curses."
Raiden IV x Mikado Remix,Switch,2021-05-06,85,8.0,"Raiden IV, the popular shoot ’em up arcade and Console game, debuts on Nintendo Switch with remixed background music by a superb lineup of artists produced by Game Center Mikado. Instill fear in your enemies with devastating attacks and earn the acclaimed title of master Ace!"
Oxenfree II: Lost Signals,Switch,2023-07-12,85,7.8,"TVs turn on and off. Planes lose radar. Radio stations can't broadcast through the static. In the small coastal town of Camena, unnaturally occurring electromagnetic waves are suddenly causing interference with electrical and radio equipment. Reluctantly, Riley Poverly returns to her hometown to investigate the mystery, but what she finds is more than she bargained for.

OXENFREE II: Lost Signals is the mind-bending follow-up to the critically-acclaimed narrative adventure game OXENFREE from Night School Studio. Play it as a standalone story or dive deeper by playing the original - it's up to you.

As you play, you'll shape every step of the story through your choices. How you choose to deal with the supernatural events at hand will forever alter the future."
Blaster Master Zero II,Switch,2019-03-20,85,8.5,"The side-scrolling/top-down hybrid action adventure gameplay returns with a brand new sequel to ""Blaster Master Zero""!

Experience the yet-untold story of Jason and Eve after defeating Earth's mutant scourge as they venture into the depths of space in their new battle tank, ""GAIA-SOPHIA""!

The story of Blaster Master Zero 2 begins a few months after the events of the first game (released on March 9, 2017), where the main protagonist Jason saves planet Earth from the mutants. Eve has been infected by mutant cells that are slowly corrupting her body, so together with Jason and Fred, they board G-SOPHIA and begin an intergalactic journey to Eve's home planet, Sophia, in hopes of finding a cure for the mutant infection."
Final Fantasy XII: The Zodiac Age,Switch,2019-04-30,85,8.3,"Enter an era of war within the world of Ivalice. The small kingdom of Dalmasca, conquered by the Archadian Empire, is left in ruin and uncertainty. Princess Ashe, the one and only heir to the throne, devotes herself to the resistance to liberate her country. Vaan, a young man who lost his family in the war, dreams of flying freely in the skies. In a fight for freedom and fallen royalty, join these unlikely allies and their companions as they embark on a heroic adventure to free their homeland.

Final Fantasy XII: The Zodiac Age improves upon the 2006 classic Final Fantasy XII, now more beautiful and easier to play than ever. The high-definition remaster introduces several modern advancements, including reconstructed battle design and a revamped job system. With newly implemented trophies and share functions, as well as stark visual and sound improvements in true HD for the first time, players both returning and new to the game will experience a grand adventure that spans the world of Ivalice in an entirely fresh and improved way."
Slay the Spire,Switch,2019-06-06,85,8.3,"Slay the Spire is an energetic fusion of card games and roguelikes. Choose your cards wisely. Craft a unique deck, encounter bizarre creatures, discover relics of immense power, and make your way up the ever-changing Spire."
Crimzon Clover - World EXplosion,Switch,2020-10-29,85,8.4,"Prepare yourself for an insatiable rain of bullets, bombs, and beams in Crimzon Clover. From Japanese indie developers YOTSUBANE and AdventurePlanningService, this unique top-down shooter is a wild ride you won't want to miss out on. Your first step in Crimzon Clover: World EXplosion is choosing how you want to play, as well as which powerful ship will be yours to command. Choose your version from ARCADE (true to the original arcade game), NOVICE (better if this is your first step into the world of hardcore shmuppage), or ARRANGED (a whole new can of worms with unique mechanics and novel challenges never seen before in the Crimzon Clover saga), then choose your mode from Boost, Original, Unlimited, and Time Attack.

Original is THE main mode, where you blast your way through stages in search of the last boss. Boost Mode will adjust the difficulty based on how proficient you are at devastating your enemies. Unlimited turns each stage into an intense battlefield of bullets that only the most hardcore players will be able to survive. And Time Attack pits you against the clock as you race to earn the best score possible in about 3 minutes.

Can you pilot your craft through the bullet massacre the enemies have prepared for you? Or will your ship become just another bump amidst the endless wreckage beneath your wings?"
Bug Fables: The Everlasting Sapling,Switch,2020-05-28,85,8.3,"Bug Fables is an adventure RPG following three heroes, Vi, Kabbu, and Leif, as they embark on an epic quest in Bugaria in search of treasure and immortality! The game combines colorful platforming with the heroes' unique abilities as they explore a wide variety of areas in the kingdom. Battles are turn-based and make use of action commands that can enhance attacks."
Night in the Woods,Switch,2018-02-01,85,7.6,"Night In The Woods is a 2D story-focused adventure/exploration game with many extracurricular activities to enjoy, characters to meet, and secrets to discover. Run, jump and use astral projection to explore the many sides of town of Possum Springs and the surrounding environs. Waste time around town with your crew of loser friends. Gain abilities that grant passage to new areas. Discover the secrets of a large cast of characters and the town itself. Experience a big crazy world and the remarkable events unfolding there. Play bass. Break stuff."
The Binding of Isaac: Afterbirth +,Switch,2017-03-17,85,8.3,"The latest expansion to The Binding of Isaac: Rebirth features: 55+ new items, new final chapter with boss and ending, new playable character, greed hard mode, daily greed runs, 5 new challenges, loads of new achievements, new bosses and other little editions, plus new dev tools! so you can design, edit and play and endless number of mods, features and whole new games that the community will no doubt eventually design."
"Cook, Serve, Delicious! 2!!",Switch,2019-04-10,85,7.2,"Cook, Serve, Delicious! 2!! is the sequel to the surprise best selling original, one of the few games that gives players complete control on how they want to build their restaurant."
Wilmot's Warehouse,Switch,2019-08-29,85,8.5,"Wilmot's Warehouse is a puzzle game about keeping a warehouse running in tip-top shape. You play as Wilmot, a hard working warehouse employee tasked with pushing, sorting and stacking a variety of products. Over time more and more truckloads of these products will arrive, gradually filling up the warehouse. How you arrange them all is entirely up to you - organize by color, type, the Dewey Decimal System, or some wild format that only you understand - it’s all good! Just remember where you put everything, because when the service hatch opens, you'll need to find the things people want quickly, in order to earn the coveted Performance Stars required for all manner of labor-saving upgrades."
Undernauts: Labyrinth of Yomi,Switch,2021-10-28,85,9.1,"Tokyo. 1979.

When a massive, mysterious structure suddenly rises from the ground, the government sends a team to investigate. You have been selected to join an elite group of underground explorers employed by Cassandra Company. Unfortunately, you are not the only one searching these caverns. Terrifying monsters lurk in the shadows. Dangerous criminals hunt for resources. Large numbers of people are missing.

The test of your survival skills begins now..."
Monster Train First Class,Switch,2021-08-19,85,8.5,"Monster Train brings a new strategic layer to roguelike deckbuilding, with a tactical twist: defend not one, but three vertical battlegrounds simultaneously

Monster Train brings a new strategic layer to roguelike deckbuilding, with a tactical twist: defend not one, but three vertical battlegrounds simultaneously as you fight to protect the final pyre against the forces of heaven. No playthrough is ever the same, it’s a fresh challenge every time. You’ll never play the same deck twice!

Hell has frozen over. Only you can protect the final burning pyre from the forces of heaven and restore the inferno.

To take back hell, you’ll need to power up. Choose your route carefully, different locations yield different benefits. Upgrade your champion, gain Pact Shards and their benefits, recruit powerful units, upgrade cards, gain passive bonuses, or duplicate any card in your deck.

Strategize to Fit Your Playstyle
With six clans to choose from, each has its own unique and surprising gameplay. Pick your primary and supporting clan to gain access to all cards from both. During your run you will be able to improve cards by mixing and matching upgrades to open up new roads to victory. You can even duplicate your favorite card at special map nodes before facing off against the final boss."
Easy Come Easy Golf,Switch,2022-09-13,85,7.0,"Golf-game developer Clap Hanz' latest work makes its Nintendo Switch™ debut. Play with friends, family, people from all over the world, or kick back and golf on your own! Earn new characters, costumes, and courses as you play rounds in the main mode, Tour Mode. Track your growth by improving your Best Score on each course!

Hop online and participate in a World Tournament or Online Match. World Tournaments with set rules are hosted weekly, and players worldwide pull out all the stops to see who has the top score! Play rounds with players from all over the world, hassle-free, in Online Match. If private affairs are more up your alley, create password-protected rooms to hit the course with friends!"
The Witcher 3: Wild Hunt - Complete Edition,Switch,2019-10-15,85,8.4,"AKA ""Switcher 3"".... A whole world to explore, at home and on the go. The Witcher 3: Wild Hunt is a story-driven, open world adventure set in a dark fantasy universe. You are Geralt of Rivia, mercenary monster slayer. At your disposal is every tool of the trade: razor-sharp swords, lethal mixtures, stealthy crossbows, and powerful combat magic. Before you stands a war-torn, monster-infested continent you can explore at will. Your current contract? Tracking down the Child of Prophecy, a living weapon that can alter the shape of the world.

The Complete Edition contains every piece of downloadable content released for the game, including two massive story expansions: Hearts of Stone & Blood and Wine. It's the perfect opportunity to enter this world for the first time or relive the adventure on the go!

Features:

* A gigantic open world to explore.
 Visit the luxurious and corrupt city of Novigrad, face the frigid cold of the wind-swept Skellige islands, and challenge the dark forces roaming the forlorn, ravaged No Man's Land. Sail through open seas, dive in search of long lost artifacts or gallop your mount into combat the world of the Witcher beckons to be explored.

* Unparalleled novel-like story spanning over 150 hours of gameplay.
 With over 100 hours of core and side-quest gameplay and over 50 hours of additional content, The Witcher 3: Wild Hunt combines the intense, plot-driven pull of traditional RPGs with the freedom of choice only open world games can offer. Make choices and face their consequences to unlock endings tailored to how you play.

* Now on Switch play at home and on the go.
 Developed to take advantage of everything Nintendo Switch has to offer, the game delivers a truly powerful on-the-go experience."
Monster Hunter Rise: Sunbreak,Switch,2022-06-30,85,3.8,"Monster Hunter Rise: Sunbreak is an expansion to the original Monster Hunter Rise. Featuring improved gameplay and nimble-feeling additions to combat mechanics, unique new monsters and hunting locales, and a new difficulty level in the form of Master Rank quests. As the hunter who saved Kamura from calamity, you must now journey to the far-off reaches of Elgado, an outpost near a Kingdom beset by a sinister new nemesis—the elder dragon Malzeno! Kamura Village is finally at peace, having fought off an onslaught of monsters attacks known as the Rampage. That hard-earned peace is disrupted by the unexpected appearance of the wolf-like monster Lunagaron in the Shrine Ruins. In the Shrine Ruins, the hunter meets Fiorayne, a knight of the Royal Order. Fiorayne asks for the hunter's help in investigating why monsters from the Kingdom are becoming violently aggressive and invading other territories, including Kamura. United in mission, they set off for the far-off outpost of Elgado."
Two Point Hospital,Switch,2020-02-25,85,8.2,"Build up a hospital from nothing to a masterpiece as you design the most beautiful - or functional - healthcare operation in the whole of Two Point County. Optimize your hospital design to increase patient (and cash) flow, arranging corridors, rooms and waiting areas to your exact specifications. Expand your hospital to multiple buildings as you look to get as many patients through the door as possible. Place decorative and functional items around your hospital to improve its prestige, lower patient boredom, increase happiness and keep those end of year awards flowing in."
Blasphemous 2,Switch,2023-08-24,85,tbd,"The second scripture in the Blasphemous series portends the return of The Penitent One, with a story that continues from the free Wounds of Eventide DLC for the original game, where The Heart in the sky heralded the return of The Miracle and foretold the birth of a new miracle child.

Awakened in a strange new land, and displaced from his final resting place, The Penitent One is thrust back into the endless cycle of life, death, and resurrection, with no other option than to explore this perilous new world and uncover its long-forgotten secrets.

Hordes of grotesque enemies stand in your way, awaiting final judgement by the brutal hand of the Penitent One, with titanic twisted bosses also lurking in the darkness, waiting for their chance to return you to the grave from whence you came."
Tony Hawk's Pro Skater 1 + 2,Switch,2021-06-25,85,7.4,"Drop back in with the most iconic skateboarding games ever made. Play Tony Hawk's Pro Skater & Tony Hawk's Pro Skater 2 in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered, plus more."
Doki Doki Literature Club Plus!,Switch,2021-06-30,85,8.5,"Welcome to the club! Write poems for your crush and experience the terror of school romance in this critically-acclaimed psychological horror story.

Enter the #1 Psychological Horror Experience!

Welcome to a terrifying world of poetry and romance! Write poems for your crush and erase any mistakes along the way to ensure your perfect ending. Now’s your chance to discover why DDLC is one of the most beloved psychological horror games of the decade!

You play as the main character, who reluctantly joins the Literature Club in search of a romantic interest. With every poem you write and every choice you make, you’ll charm your crush and begin to unfold the horrors of school romance. Do you have what it takes to crack the code of dating sims and get the perfect ending?

Now, the original mind-shattering DDLC experience is packed with tons of new features and content exclusive to Doki Doki Literature Club Plus!"
Pikmin 3 Deluxe,Switch,2020-10-30,85,8.6,"No mission is too big for the tiny Pikmin. Touch down on a world of rich adventure with Pikmin 3 Deluxe for Nintendo Switch. Command a capable crop of tiny creatures and explore a hostile planet in this exciting blend of action and strategy. Use each Pikmin type's unique skills to overcome obstacles and open up a diverse world around you. Seek out valuable items, solve puzzles and overcome powerful creatures in a richly detailed world full of surprises. What's new? Whether you've played Pikmin 3 on Wii U or it's your first venture on planet ""PNF-404"", Pikmin 3 Deluxe comes packed with exciting new modes and features:

* 2P co-op: Journey through the main story in two player co-op* on the same console!
* New adventures: Go it alone or team up with a friend to take on brand new prologue and epilogue stories starring Pikmin and Pikmin 2 heroes Olimar and Louie!
* Quality of life improvements: Expand your exploration with an enhanced lock-on targeting system, enemy balancing changes, multiple difficulty modes, optional hints and more.
* Piklopedia: Unlock profile entries for each character and find out their unique perspectives on each creature you discover. 

Squad up!
If you need a break from your plucky adventure, more fun awaits with returning additional modes. Get competitive with another player in Bingo Battle, or complete unique challenges alone or cooperatively in Mission Mode which includes all DLC from the Wii U version!"
Dragon Quest Builders 2,Switch,2019-07-12,85,8.4,"To stop the worshippers of an ancient evil, you must join forces with the mysterious Malroth and build a ravaged world into the realm of your dreams. In this RPG adventure, you’ll explore huge islands, gather and craft with materials, design towns, level them up, and defend them from monsters and bosses alongside townspeople. As you progress, you’ll unearth crafting and building recipes. Dash, glide, explore underwater, fast travel, and play in optional first-person perspective as you try to find them all. In the Isle of Awakening, you and up to three other Builders can explore together in local wireless*; or play online** together too."
Heroes of Hammerwatch - Ultimate Edition,Switch,2020-07-29,85,7.7,"Action RPG rogue-lite Heroes of Hammerwatch is finally out on Nintendo Switch™ in its most complete form, as this Ultimate Edition comes with all the DLCs. Encounter endless hordes of enemies, traps, puzzles, secrets and tons of loot, as you battle your way through procedurally generated levels to reach the top of the Forsaken Spire. Upgrade to grant your persistent heroes with various enhancements that will further help you in your quest, and even bring them to your friends' game."
West of Loathing,Switch,2018-05-31,85,7.9,"West of Loathing is a single-player slapstick comedy adventure role-playing game set in the wild west of the Kingdom of Loathing universe. Traverse snake-infested gulches, punch skeletons wearing cowboy hats, grapple with demon cows, and investigate a wide variety of disgusting spittoons. Talk your way out of trouble as a silver-tongued Snake Oiler, plumb the refried mysteries of the cosmos as a wise and subtle Beanslinger, or let your fists do the talking as a fierce Cow Puncher. Explore a vast open world and encounter a colorful cast of characters, some of whom are good, many of whom are bad, and a few of whom are ugly. [Nintendo]"
Return to Monkey Island,Switch,2022-09-19,85,7.7,"Announcing Return to Monkey Island, the long-awaited follow-up to the legendary Secret of Monkey Island and Monkey Island 2: LeChuck's Revenge by Ron Gilbert's Terrible Toybox in collaboration with Devolver Digital and Lucasfilm Games, coming 2022."
Kirby and the Forgotten Land,Switch,2022-03-25,85,8.9,"Join Kirby in an unforgettable journey through a mysterious world in a 3D platforming adventure. Float off on an all-new adventure as the powerful puffball, Kirby. Explore in 3D stages as you discover a mysterious world with abandoned structures from a past civilization—like a shopping mall?! Copy enemies’ abilities like the new Drill and Ranger and use them to attack, explore your surroundings, and save the kidnapped Waddle Dees from the ferocious Beast Pack alongside the mysterious Elfilin. Hope you’re hungry for an unforgettable adventure!

Join up with a pointy partner, Bandana Waddle Dee, in co-op play

Pass a Joy-Con™ controller to a buddy to play as the spear-wielding Bandana Waddle Dee and help each other explore and battle through this colorful world. While Kirby can float and inhale enemies, Bandana Waddle Dee can spin and stab with his sturdy spear. Find friendship in this forgotten world and save the Waddle Dees!  

Float over obstacles and fight through enemies on your way to each stage’s goal as you slash, poke, freeze, and hammer using Kirby’s copy abilities. 

Each themed stage you travel through will hide several friendly Waddle Dees in peril! Save them to grow the home base of your adventure, the once-deserted Waddle Dee Town. The Waddle Dees you rescue will unlock shops and leaderboards*. You’ll also be able to enjoy some of the townsfolk’s favorite games."
Tangle Tower,Switch,2019-10-22,85,7.7,"Unravel a mystery by exploring a strange and twisted mansion, discovering curious clues, interrogating peculiar suspects and solving unique puzzles. Will you be able to uncover the secrets of Tangle Tower?"
A Space For The Unbound,Switch,2023-01-19,85,7.9,"A Space For The Unbound is a slice-of-life adventure game with beautiful pixel art set in the late 90s rural Indonesia that tells a story about overcoming anxiety, depression, and the relationship between a boy and a girl with supernatural powers.

Follow two high school sweethearts, Atma and Raya, on a journey of self-discovery at the end of their high school years. When a mysteriously supernatural power is suddenly unleashed threatening their existence, they must explore and investigate their town to uncover hidden secrets, face the end of the world, and perhaps learn more about each other."
Mutant Mudds Collection,Switch,2017-12-14,85,8.2,"Love pixels? Fond of platformers? Is there a special place in your heart for the 8-bit and 16-bit era? Want to have fun? Yes!? Well, you've come to the right place, my friend. Mutant Mudds is a ""12-bit"" action platformer full of pixels and platforming fun! Our hero, Max, may be just a 2D sprite, but he can leap into the third dimension by jetting between the background and the foreground playfields with his trusty jetpack in this unique dimensionally-woven experience. Armed with a heavy-duty water cannon, Max has what he needs to vanquish his long-term nemesi: the Mutant Mudds. Max must blast and hover his way across the soiled landscape to seek out mysterious Water Sprites. Legend says collecting all of the mysterious Water Sprites will wash the filthy Mutant Mudds away for good!"
NeuroVoider,Switch,2017-09-07,85,7.8,"NeuroVoider is a twin-stick shooter RPG set in a cyber futuristic world about brains shooting around evil robots with nuclear rocket launchers. Battle through the horde of vigilant robots, boost your character with the smoking remains of your victims, and defeat the master NeuroVoider to end this eternal war. Play it coop with up to 4 friends, or go alone in an adventure of hack'n'slash rampage, with a pinch of rogue-lite, and some permadeath."
Darkest Dungeon,Switch,2018-01-18,85,8.2,"Darkest Dungeon is a gothic roguelike RPG dungeon crawler about the psychological stresses of adventuring. You will lead a band of four heroes on a perilous side-scrolling descent, dealing with a prodigious number of threats to their bodily health, and worse, a relentless assault on their mental fortitude! Five hundred feet below the earth you will not only fight unimaginable foes, but famine, disease, and the stress of the ever-encroaching dark. Darkest Dungeon focuses on the humanity and psychological vulnerability of the heroes and asks: What emotional toll does a life of adventure take?"
Steins;Gate Elite,Switch,2019-02-19,85,8.0,"Follow a group of young, tech-savvy “lab members” who discover the means of changing the past via e-mail using a modified microwave. Their experiments in pushing the boundaries of time begin to spiral out of control as they become entangled in a conspiracy surrounding SERN, the organization behind the Large Hadron Collider, and John Titor, who claims to be from a dystopian future."
Shovel Knight Dig,Switch,2022-09-23,85,7.8,"When Drill Knight and his dastardly digging crew blast apart Shovel Knight's peaceful campsite and steal his loot, he grabs his trusty Shovel Blade and starts tunnelling after them. Meet new friends and foes, visit strange lands, and outfit yourself in your quest to keep the entire land from collapsing underfoot! Jump, slash, and dig your way down an ever-changing chasm of mystery in Shovel Knight Dig, an all-new Shovel Knight adventure!"
Final Fantasy X / X-2 HD Remaster,Switch,2019-04-16,85,7.5,"Two of the Most Celebrated RPGs of their Generation - Now in Beautiful High Definition!

Over 200 hours of gameplay, including the International version content never before released in North America.

Relive the fateful journey with fully remastered HD visuals and rearranged music."
Mario + Rabbids: Kingdom Battle,Switch,2017-08-29,85,8.3,"Welcome to the story of an unexpected encounter between Mario and the irreverent Rabbids. To bring order back to a splintered Mushroom Kingdom, Mario, Luigi, Princess Peach, and Yoshi team up with Rabbids heroes in a journey through four different worlds. Outwit unpredictable enemies in dynamic turn-based combat and co-op challenges, and solve puzzles along the way. Discover a feel-good and modern combat adventure designed exclusively for the Nintendo Switch system, playable anywhere, anytime, with anyone. [Ubisoft]"
Disgaea 4 Complete+,Switch,2019-10-29,85,7.2,"When the Corrupternment threatens to disrupt the way of life in Hades, Valvatorez finds himself at the helm of a fiery revolution. Dive into a tale of revolution and redemption, woven throughout a dark and hilarious realm of vampires, werewolves, and other devilish denizens. Engage in immersive and in-depth tactics-based gameplay brimming with over-the-top destructive action, and unload a horde of special features to take your Netherworldly adventures to another level."
Two Point Hospital: JUMBO Edition,Switch,2021-03-05,85,tbd,"You’ll be investigating some out of this world phenomena in Close Encounters, and helping Tabitha Windsock make the county green again (for the very first time) in Off the Grid – all part of the new JUMBO Edition for console."
